HCPCS,Mod,Mod2,CATG,TX (NR),TX (R),Description
E2205,NU,KU,IN,46.56,0,"Manual wc accessory, handrim"
E2205,RR,,IN,4.17,4.64,"Manual wc accessory, handrim"
E2205,RR,KU,IN,4.64,0,"Manual wc accessory, handrim"
E2205,UE,,IN,31.28,34.9,"Manual wc accessory, handrim"
E2205,UE,KU,IN,34.95,0,"Manual wc accessory, handrim"
E2206,NU,,IN,45.47,54.45,Man wc whl lock comp repl ea
E2206,NU,KU,IN,57.96,0,Man wc whl lock comp repl ea
E2206,RR,,IN,4.55,5.44,Man wc whl lock comp repl ea
E2206,RR,KU,IN,5.76,0,Man wc whl lock comp repl ea
E2206,UE,,IN,34.1,40.84,Man wc whl lock comp repl ea
E2206,UE,KU,IN,43.47,0,Man wc whl lock comp repl ea
E2207,NU,,IN,54.85,61.36,Crutch and cane holder
E2207,NU,KU,IN,61.77,0,Crutch and cane holder
E2207,RR,,IN,5.49,6.15,Crutch and cane holder
E2207,RR,KU,IN,6.19,0,Crutch and cane holder
E2207,UE,,IN,41.14,46.03,Crutch and cane holder
E2207,UE,KU,IN,46.34,0,Crutch and cane holder
E2208,NU,,IN,91.33,124.12,Cylinder tank carrier
E2208,NU,KE,IN,0,134.7,Cylinder tank carrier
E2208,NU,KU,IN,145.91,0,Cylinder tank carrier
E2208,RR,,IN,9.13,12.41,Cylinder tank carrier
E2208,RR,KE,IN,0,13.47,Cylinder tank carrier
E2208,RR,KU,IN,14.59,0,Cylinder tank carrier
E2208,UE,,IN,68.5,93.09,Cylinder tank carrier
E2208,UE,KE,IN,0,101.02,Cylinder tank carrier
E2208,UE,KU,IN,109.44,0,Cylinder tank carrier
E2209,NU,,IN,99.08,121.64,Arm trough each
E2209,NU,KE,IN,0,131.19,Arm trough each
E2209,NU,KU,IN,131.61,0,Arm trough each
E2209,RR,,IN,9.91,12.18,Arm trough each
E2209,RR,KE,IN,0,13.13,Arm trough each
E2209,RR,KU,IN,13.18,0,Arm trough each
E2209,UE,,IN,74.31,91.24,Arm trough each
E2209,UE,KE,IN,0,98.4,Arm trough each
E2209,UE,KU,IN,98.74,0,Arm trough each
E2210,NU,,IN,6.37,7.59,Wheelchair bearings
E2210,NU,KE,IN,0,8.17,Wheelchair bearings
E2210,NU,KU,IN,8.02,0,Wheelchair bearings
E2210,RR,,IN,0.64,0.76,Wheelchair bearings
E2210,RR,KE,IN,0,0.82,Wheelchair bearings
E2210,RR,KU,IN,0.81,0,Wheelchair bearings
E2210,UE,,IN,4.78,5.71,Wheelchair bearings
E2210,UE,KE,IN,0,6.15,Wheelchair bearings
E2210,UE,KU,IN,6.05,0,Wheelchair bearings
E2211,NU,,IN,40.47,47.5,Pneumatic propulsion tire
E2211,NU,KU,IN,49.56,0,Pneumatic propulsion tire
E2211,RR,,IN,4.05,4.7,Pneumatic propulsion tire
E2211,RR,KU,IN,4.85,0,Pneumatic propulsion tire
E2211,UE,,IN,30.35,34.79,Pneumatic propulsion tire
E2211,UE,KU,IN,35.5,0,Pneumatic propulsion tire
E2212,NU,,IN,7.45,8.35,Pneumatic prop tire tube
E2212,NU,KU,IN,8.35,0,Pneumatic prop tire tube
E2212,RR,,IN,0.75,0.86,Pneumatic prop tire tube
E2212,RR,KU,IN,0.9,0,Pneumatic prop tire tube
E2212,UE,,IN,5.59,6.27,Pneumatic prop tire tube
E2212,UE,KU,IN,6.28,0,Pneumatic prop tire tube
E2213,NU,,IN,35.51,41.51,Pneumatic prop tire insert
E2213,NU,KU,IN,43.36,0,Pneumatic prop tire insert
E2213,RR,,IN,3.55,4.16,Pneumatic prop tire insert
E2213,RR,KU,IN,4.37,0,Pneumatic prop tire insert
E2213,UE,,IN,26.63,31.12,Pneumatic prop tire insert
E2213,UE,KU,IN,32.49,0,Pneumatic prop tire insert
E2214,NU,,IN,38.27,43.62,Pneumatic caster tire each
E2214,NU,KU,IN,43.61,0,Pneumatic caster tire each
E2214,RR,,IN,3.83,4.58,Pneumatic caster tire each
E2214,RR,KU,IN,4.79,0,Pneumatic caster tire each
E2214,UE,,IN,28.71,32.69,Pneumatic caster tire each
E2214,UE,KU,IN,32.67,0,Pneumatic caster tire each
E2215,NU,,IN,12.12,13.67,Pneumatic caster tire tube
E2215,NU,KU,IN,13.67,0,Pneumatic caster tire tube
E2215,RR,,IN,1.21,1.36,Pneumatic caster tire tube
E2215,RR,KU,IN,1.36,0,Pneumatic caster tire tube
E2215,UE,,IN,9.09,10.23,Pneumatic caster tire tube
E2215,UE,KU,IN,10.26,0,Pneumatic caster tire tube
E2216,NU,,IN,52.51,57.28,Foam filled propulsion tire
E2216,NU,KU,IN,57.29,0,Foam filled propulsion tire
E2216,RR,,IN,5.25,6.29,Foam filled propulsion tire
E2216,RR,KU,IN,6.5,0,Foam filled propulsion tire
E2216,UE,,IN,39.38,42.96,Foam filled propulsion tire
E2216,UE,KU,IN,42.93,0,Foam filled propulsion tire
E2217,NU,,IN,46.47,50.69,Foam filled caster tire each
E2217,NU,KU,IN,50.68,0,Foam filled caster tire each
E2217,RR,,IN,4.65,5.57,Foam filled caster tire each
E2217,RR,KU,IN,5.72,0,Foam filled caster tire each
E2217,UE,,IN,34.85,38.02,Foam filled caster tire each
E2217,UE,KU,IN,38.01,0,Foam filled caster tire each
E2218,NU,,IN,52.51,57.28,Foam propulsion tire each
E2218,NU,KU,IN,57.29,0,Foam propulsion tire each
E2218,RR,,IN,5.25,6.29,Foam propulsion tire each
E2218,RR,KU,IN,6.5,0,Foam propulsion tire each
E2218,UE,,IN,39.38,42.96,Foam propulsion tire each
E2218,UE,KU,IN,42.93,0,Foam propulsion tire each
E2219,NU,,IN,46.47,50.69,Foam caster tire any size ea
E2219,NU,KU,IN,50.68,0,Foam caster tire any size ea
E2219,RR,,IN,4.65,5.57,Foam caster tire any size ea
E2219,RR,KU,IN,5.72,0,Foam caster tire any size ea
E2219,UE,,IN,34.85,38.02,Foam caster tire any size ea
E2219,UE,KU,IN,38.01,0,Foam caster tire any size ea
E2220,NU,,IN,33.73,34.56,"Solid propuls tire, repl, ea"
E2220,NU,KU,IN,34.57,0,"Solid propuls tire, repl, ea"
E2220,RR,,IN,3.34,3.34,"Solid propuls tire, repl, ea"
E2220,RR,KU,IN,3.34,0,"Solid propuls tire, repl, ea"
E2220,UE,,IN,25.3,26.44,"Solid propuls tire, repl, ea"
E2220,UE,KU,IN,26.43,0,"Solid propuls tire, repl, ea"
E2221,NU,,IN,31.59,35.96,"Solid caster tire repl, each"
E2221,NU,KU,IN,36.41,0,"Solid caster tire repl, each"
E2221,RR,,IN,3.16,3.62,"Solid caster tire repl, each"
E2221,RR,KU,IN,3.69,0,"Solid caster tire repl, each"
E2221,UE,,IN,23.69,26.97,"Solid caster tire repl, each"
E2221,UE,KU,IN,27.32,0,"Solid caster tire repl, each"
E2222,NU,,IN,27.02,29.84,"Solid caster integ whl, repl"
E2222,NU,KU,IN,30.03,0,"Solid caster integ whl, repl"
E2222,RR,,IN,2.7,2.97,"Solid caster integ whl, repl"
E2222,RR,KU,IN,2.96,0,"Solid caster integ whl, repl"
E2222,UE,,IN,20.27,22.39,"Solid caster integ whl, repl"
E2222,UE,KU,IN,22.53,0,"Solid caster integ whl, repl"
E2224,NU,,IN,109.53,118.78,Propulsion whl excl tire rep
E2224,NU,KU,IN,118.79,0,Propulsion whl excl tire rep
E2224,RR,,IN,10.96,12.47,Propulsion whl excl tire rep
E2224,RR,KU,IN,12.48,0,Propulsion whl excl tire rep
E2224,UE,,IN,82.15,89.09,Propulsion whl excl tire rep
E2224,UE,KU,IN,89.1,0,Propulsion whl excl tire rep
E2225,NU,,IN,22.57,24.81,Caster wheel excludes tire
E2225,NU,KU,IN,24.79,0,Caster wheel excludes tire
E2225,RR,,IN,2.26,2.48,Caster wheel excludes tire
E2225,RR,KU,IN,2.46,0,Caster wheel excludes tire
E2225,UE,,IN,16.93,18.58,Caster wheel excludes tire
E2225,UE,KU,IN,18.58,0,Caster wheel excludes tire
E2226,NU,,IN,47,53.26,Caster fork replacement only
E2226,NU,KU,IN,54.06,0,Caster fork replacement only
E2226,RR,,IN,4.7,5.33,Caster fork replacement only
E2226,RR,KU,IN,5.41,0,Caster fork replacement only
E2226,UE,,IN,35.25,39.95,Caster fork replacement only
E2226,UE,KU,IN,40.56,0,Caster fork replacement only
E2227,RR,,CR,256.33,0,Gear reduction drive wheel
E2228,RR,,CR,112.55,130.21,"Mwc acc, wheelchair brake"
E2228,RR,KU,CR,133.42,0,"Mwc acc, wheelchair brake"
E2231,NU,,IN,167.29,202.27,Solid seat support base
E2231,NU,KU,IN,219,0,Solid seat support base
E2231,RR,,IN,16.73,20.23,Solid seat support base
E2231,RR,KU,IN,21.91,0,Solid seat support base
E2231,UE,,IN,125.47,151.7,Solid seat support base
E2231,UE,KU,IN,164.23,0,Solid seat support base
E2298,RR,,CR,210.34,0,Pwr seat elev sys for crt
E2310,RR,,CR,135.7,139.71,Electro connect btw control
E2310,RR,KE,CR,0,150.13,Electro connect btw control
E2310,RR,KU,CR,143.71,0,Electro connect btw control
E2311,RR,,CR,273.84,282.43,Electro connect btw 2 sys
E2311,RR,KE,CR,0,303.53,Electro connect btw 2 sys
E2311,RR,KU,CR,291.03,0,Electro connect btw 2 sys
E2312,RR,,CR,276.37,0,Mini-prop remote joystick
E2312,RR,KC,CR,352.46,0,Mini-prop remote joystick
E2313,RR,,CR,43.92,0,"Pwc harness, expand control"
E2321,RR,,CR,184.38,189.8,Hand interface joystick
E2321,RR,KC,CR,300.33,309.15,Hand interface joystick
E2321,RR,KE,CR,0,203.95,Hand interface joystick
E2321,RR,KU,CR,317.99,0,Hand interface joystick
E2322,RR,,CR,173.22,173.22,Mult mech switches
E2322,RR,KC,CR,336.71,336.71,Mult mech switches
E2322,RR,KE,CR,0,186.27,Mult mech switches
E2322,RR,KU,CR,336.72,0,Mult mech switches
E2323,NU,,IN,84.91,84.94,Special joystick handle
E2323,NU,KE,IN,0,91.1,Special joystick handle
E2323,NU,KU,IN,84.97,0,Special joystick handle
E2323,RR,,IN,8.49,8.49,Special joystick handle
E2323,RR,KE,IN,0,9.1,Special joystick handle
E2323,RR,KU,IN,8.47,0,Special joystick handle
E2323,UE,,IN,63.69,63.69,Special joystick handle
E2323,UE,KE,IN,0,68.31,Special joystick handle
E2323,UE,KU,IN,63.7,0,Special joystick handle
E2324,NU,,IN,53.82,53.82,Chin cup interface
E2324,NU,KE,IN,0,58.07,Chin cup interface
E2324,NU,KU,IN,53.83,0,Chin cup interface
E2324,RR,,IN,5.35,5.35,Chin cup interface
E2324,RR,KE,IN,0,5.78,Chin cup interface
E2324,RR,KU,IN,5.36,0,Chin cup interface
E2324,UE,,IN,40.37,40.37,Chin cup interface
E2324,UE,KE,IN,0,43.55,Chin cup interface
E2324,UE,KU,IN,40.36,0,Chin cup interface
E2325,RR,,CR,165.45,165.45,Sip and puff interface
E2325,RR,KE,CR,0,177.97,Sip and puff interface
E2325,RR,KU,CR,165.44,0,Sip and puff interface
E2326,RR,,CR,42.65,42.65,Breath tube kit
E2326,RR,KE,CR,0,46.02,Breath tube kit
E2326,RR,KU,CR,42.67,0,Breath tube kit
E2327,RR,,CR,320.87,320.87,Head control interface mech
E2327,RR,KC,CR,487.49,487.49,Head control interface mech
E2327,RR,KE,CR,0,346.18,Head control interface mech
E2327,RR,KU,CR,487.5,0,Head control interface mech
E2328,RR,,CR,608.66,608.66,Head/extremity control inter
E2328,RR,KE,CR,0,655.81,Head/extremity control inter
E2328,RR,KU,CR,608.69,0,Head/extremity control inter
E2329,RR,,CR,216.94,216.94,Head control nonproportional
E2329,RR,KE,CR,0,234.05,Head control nonproportional
E2329,RR,KU,CR,216.92,0,Head control nonproportional
E2330,RR,,CR,420.33,420.33,Head control proximity switc
E2330,RR,KE,CR,0,453.49,Head control proximity switc
E2330,RR,KU,CR,420.33,0,Head control proximity switc
E2340,NU,,IN,510.69,0,W/c wdth 20-23 in seat frame
E2340,RR,,IN,51.09,0,W/c wdth 20-23 in seat frame
E2340,UE,,IN,383.07,0,W/c wdth 20-23 in seat frame
E2341,NU,,IN,766.12,0,W/c wdth 24-27 in seat frame
E2341,RR,,IN,76.6,0,W/c wdth 24-27 in seat frame
E2341,UE,,IN,574.62,0,W/c wdth 24-27 in seat frame
E2342,NU,,IN,638.45,0,W/c dpth 20-21 in seat frame
E2342,RR,,IN,63.84,0,W/c dpth 20-21 in seat frame
E2342,UE,,IN,478.84,0,W/c dpth 20-21 in seat frame
E2343,NU,,IN,1021.52,0,W/c dpth 22-25 in seat frame
E2343,RR,,IN,102.14,0,W/c dpth 22-25 in seat frame
E2343,UE,,IN,766.12,0,W/c dpth 22-25 in seat frame
E2351,NU,,IN,858.45,858.45,Electronic sgd interface
E2351,NU,KE,IN,0,926.17,Electronic sgd interface
E2351,NU,KU,IN,858.16,0,Electronic sgd interface
E2351,RR,,IN,85.85,85.85,Electronic sgd interface
E2351,RR,KE,IN,0,92.62,Electronic sgd interface
E2351,RR,KU,IN,85.84,0,Electronic sgd interface
E2351,UE,,IN,643.84,643.84,Electronic sgd interface
E2351,UE,KE,IN,0,694.63,Electronic sgd interface
E2351,UE,KU,IN,643.59,0,Electronic sgd interface
E2359,NU,,IN,201.51,231.05,Gr34 sealed leadacid battery
E2359,NU,KU,IN,238.6,0,Gr34 sealed leadacid battery
E2359,RR,,IN,20.15,23.1,Gr34 sealed leadacid battery
E2359,RR,KU,IN,23.86,0,Gr34 sealed leadacid battery
E2359,UE,,IN,151.13,173.3,Gr34 sealed leadacid battery
E2359,UE,KU,IN,178.94,0,Gr34 sealed leadacid battery
E2360,NU,,IN,152.68,153.88,22nf nonsealed leadacid
E2360,NU,KU,IN,153.89,0,22nf nonsealed leadacid
E2360,RR,,IN,15.27,15.41,22nf nonsealed leadacid
E2360,RR,KU,IN,15.39,0,22nf nonsealed leadacid
E2360,UE,,IN,114.51,115.43,22nf nonsealed leadacid
E2360,UE,KU,IN,115.43,0,22nf nonsealed leadacid
E2361,NU,,IN,135.74,162.72,22nf sealed leadacid battery
E2361,NU,KE,IN,0,175.14,22nf sealed leadacid battery
E2361,NU,KU,IN,171.33,0,22nf sealed leadacid battery
E2361,RR,,IN,13.57,16.27,22nf sealed leadacid battery
E2361,RR,KE,IN,0,17.51,22nf sealed leadacid battery
E2361,RR,KU,IN,17.13,0,22nf sealed leadacid battery
E2361,UE,,IN,101.8,122.06,22nf sealed leadacid battery
E2361,UE,KE,IN,0,131.38,22nf sealed leadacid battery
E2361,UE,KU,IN,128.5,0,22nf sealed leadacid battery
E2362,NU,,IN,131.09,131.09,Gr24 nonsealed leadacid
E2362,NU,KU,IN,131.08,0,Gr24 nonsealed leadacid
E2362,RR,,IN,13.11,13.11,Gr24 nonsealed leadacid
E2362,RR,KU,IN,13.12,0,Gr24 nonsealed leadacid
E2362,UE,,IN,98.31,98.31,Gr24 nonsealed leadacid
E2362,UE,KU,IN,98.29,0,Gr24 nonsealed leadacid
E2363,NU,,IN,166.93,211.67,Gr24 sealed leadacid battery
E2363,NU,KE,IN,0,228.23,Gr24 sealed leadacid battery
E2363,NU,KU,IN,228.47,0,Gr24 sealed leadacid battery
E2363,RR,,IN,16.69,21.16,Gr24 sealed leadacid battery
E2363,RR,KE,IN,0,22.82,Gr24 sealed leadacid battery
E2363,RR,KU,IN,22.84,0,Gr24 sealed leadacid battery
E2363,UE,,IN,125.2,158.74,Gr24 sealed leadacid battery
E2363,UE,KE,IN,0,171.17,Gr24 sealed leadacid battery
E2363,UE,KU,IN,171.36,0,Gr24 sealed leadacid battery
E2364,NU,,IN,153.88,153.88,U1nonsealed leadacid battery
E2364,NU,KU,IN,153.89,0,U1nonsealed leadacid battery
E2364,RR,,IN,15.41,15.41,U1nonsealed leadacid battery
E2364,RR,KU,IN,15.39,0,U1nonsealed leadacid battery
E2364,UE,,IN,115.43,115.43,U1nonsealed leadacid battery
E2364,UE,KU,IN,115.43,0,U1nonsealed leadacid battery
E2365,NU,,IN,87.38,120.26,U1 sealed leadacid battery
E2365,NU,KE,IN,0,130.25,U1 sealed leadacid battery
E2365,NU,KU,IN,137.77,0,U1 sealed leadacid battery
E2365,RR,,IN,8.74,12.02,U1 sealed leadacid battery
E2365,RR,KE,IN,0,13.02,U1 sealed leadacid battery
E2365,RR,KU,IN,13.76,0,U1 sealed leadacid battery
E2365,UE,,IN,65.53,90.22,U1 sealed leadacid battery
E2365,UE,KE,IN,0,97.71,U1 sealed leadacid battery
E2365,UE,KU,IN,103.39,0,U1 sealed leadacid battery
E2366,NU,,IN,179.99,266.7,"Battery charger, single mode"
E2366,NU,KE,IN,0,290.18,"Battery charger, single mode"
E2366,NU,KU,IN,323.81,0,"Battery charger, single mode"
E2366,RR,,IN,18,26.72,"Battery charger, single mode"
E2366,RR,KE,IN,0,29.07,"Battery charger, single mode"
E2366,RR,KU,IN,32.49,0,"Battery charger, single mode"
E2366,UE,,IN,135,200.03,"Battery charger, single mode"
E2366,UE,KE,IN,0,217.64,"Battery charger, single mode"
E2366,UE,KU,IN,242.88,0,"Battery charger, single mode"
E2367,NU,,IN,467.91,509.4,"Battery charger, dual mode"
E2367,NU,KE,IN,0,546.72,"Battery charger, dual mode"
E2367,NU,KU,IN,514.76,0,"Battery charger, dual mode"
E2367,RR,,IN,46.79,50.94,"Battery charger, dual mode"
E2367,RR,KE,IN,0,54.67,"Battery charger, dual mode"
E2367,RR,KU,IN,51.45,0,"Battery charger, dual mode"
E2367,UE,,IN,350.93,382.05,"Battery charger, dual mode"
E2367,UE,KE,IN,0,410.05,"Battery charger, dual mode"
E2367,UE,KU,IN,386.09,0,"Battery charger, dual mode"
E2368,RR,,CR,48.73,59.09,Pwr wc drivewheel motor repl
E2368,RR,KE,CR,0,63.69,Pwr wc drivewheel motor repl
E2368,RR,KU,CR,63.44,0,Pwr wc drivewheel motor repl
E2369,RR,,CR,45.19,53.56,Pwr wc drivewheel gear repl
E2369,RR,KE,CR,0,57.57,Pwr wc drivewheel gear repl
E2369,RR,KU,CR,55.28,0,Pwr wc drivewheel gear repl
E2370,RR,,CR,63.47,84.8,Pwr wc dr wh motor/gear comb
E2370,RR,KE,CR,0,91.95,Pwr wc dr wh motor/gear comb
E2370,RR,KU,CR,98.63,0,Pwr wc dr wh motor/gear comb
E2371,NU,,IN,167.29,185.16,Gr27 sealed leadacid battery
E2371,NU,KE,IN,0,199.53,Gr27 sealed leadacid battery
E2371,NU,KU,IN,185.15,0,Gr27 sealed leadacid battery
E2371,RR,,IN,16.73,18.53,Gr27 sealed leadacid battery
E2371,RR,KE,IN,0,19.96,Gr27 sealed leadacid battery
E2371,RR,KU,IN,18.52,0,Gr27 sealed leadacid battery
E2371,UE,,IN,125.47,138.89,Gr27 sealed leadacid battery
E2371,UE,KE,IN,0,149.65,Gr27 sealed leadacid battery
E2371,UE,KU,IN,138.88,0,Gr27 sealed leadacid battery
E2372,NU,,IN,0,0,Gr27 non-sealed leadacid
E2372,RR,,IN,0,0,Gr27 non-sealed leadacid
E2372,UE,,IN,0,0,Gr27 non-sealed leadacid
E2373,RR,,CR,96.35,96.35,Hand/chin ctrl spec joystick
E2373,RR,KC,CR,148.64,148.64,Hand/chin ctrl spec joystick
E2373,RR,KE,CR,0,103.95,Hand/chin ctrl spec joystick
E2373,RR,KU,CR,148.65,0,Hand/chin ctrl spec joystick
E2374,RR,,CR,62.53,64.07,Hand/chin ctrl std joystick
E2374,RR,KE,CR,0,68.83,Hand/chin ctrl std joystick
E2374,RR,KU,CR,65.62,0,Hand/chin ctrl std joystick
E2375,RR,,CR,80.33,97.8,Non-expandable controller
E2375,RR,KE,CR,0,105.43,Non-expandable controller
E2375,RR,KU,CR,105.18,0,Non-expandable controller
E2376,RR,,CR,155.35,160.11,"Expandable controller, repl"
E2376,RR,KE,CR,0,172.06,"Expandable controller, repl"
E2376,RR,KU,CR,164.9,0,"Expandable controller, repl"
E2377,RR,,CR,57.55,58.6,"Expandable controller, initl"
E2377,RR,KE,CR,0,62.93,"Expandable controller, initl"
E2377,RR,KU,CR,59.63,0,"Expandable controller, initl"
E2378,RR,,CR,66.89,72.63,Pw actuator replacement
E2378,RR,KU,CR,72.94,0,Pw actuator replacement
E2381,NU,,IN,71.89,87.53,Pneum drive wheel tire
E2381,NU,KE,IN,0,94.31,Pneum drive wheel tire
E2381,NU,KU,IN,93.56,0,Pneum drive wheel tire
E2381,RR,,IN,7.19,8.77,Pneum drive wheel tire
E2381,RR,KE,IN,0,9.45,Pneum drive wheel tire
E2381,RR,KU,IN,9.39,0,Pneum drive wheel tire
E2381,UE,,IN,53.92,65.65,Pneum drive wheel tire
E2381,UE,KE,IN,0,70.74,Pneum drive wheel tire
E2381,UE,KU,IN,70.16,0,Pneum drive wheel tire
E2382,NU,,IN,22.79,24.15,"Tube, pneum wheel drive tire"
E2382,NU,KE,IN,0,26,"Tube, pneum wheel drive tire"
E2382,NU,KU,IN,25.5,0,"Tube, pneum wheel drive tire"
E2382,RR,,IN,2.28,2.41,"Tube, pneum wheel drive tire"
E2382,RR,KE,IN,0,2.59,"Tube, pneum wheel drive tire"
E2382,RR,KU,IN,2.54,0,"Tube, pneum wheel drive tire"
E2382,UE,,IN,17.1,18.12,"Tube, pneum wheel drive tire"
E2382,UE,KE,IN,0,19.51,"Tube, pneum wheel drive tire"
E2382,UE,KU,IN,19.14,0,"Tube, pneum wheel drive tire"
E2383,NU,,IN,154.09,178.78,"Insert, pneum wheel drive"
E2383,NU,KE,IN,0,192.31,"Insert, pneum wheel drive"
E2383,NU,KU,IN,186.56,0,"Insert, pneum wheel drive"
E2383,RR,,IN,15.41,17.88,"Insert, pneum wheel drive"
E2383,RR,KE,IN,0,19.23,"Insert, pneum wheel drive"
E2383,RR,KU,IN,18.66,0,"Insert, pneum wheel drive"
E2383,UE,,IN,115.57,134.08,"Insert, pneum wheel drive"
E2383,UE,KE,IN,0,144.23,"Insert, pneum wheel drive"
E2383,UE,KU,IN,139.9,0,"Insert, pneum wheel drive"
E2384,NU,,IN,72.57,90.79,Pneumatic caster tire
E2384,NU,KE,IN,0,97.99,Pneumatic caster tire
E2384,NU,KU,IN,99.38,0,Pneumatic caster tire
E2384,RR,,IN,7.26,9.09,Pneumatic caster tire
E2384,RR,KE,IN,0,9.81,Pneumatic caster tire
E2384,RR,KU,IN,9.97,0,Pneumatic caster tire
E2384,UE,,IN,54.43,68.1,Pneumatic caster tire
E2384,UE,KE,IN,0,73.51,Pneumatic caster tire
E2384,UE,KU,IN,74.55,0,Pneumatic caster tire
E2385,NU,,IN,54.69,57.75,"Tube, pneumatic caster tire"
E2385,NU,KE,IN,0,62.16,"Tube, pneumatic caster tire"
E2385,NU,KU,IN,60.79,0,"Tube, pneumatic caster tire"
E2385,RR,,IN,5.47,5.79,"Tube, pneumatic caster tire"
E2385,RR,KE,IN,0,6.23,"Tube, pneumatic caster tire"
E2385,RR,KU,IN,6.1,0,"Tube, pneumatic caster tire"
E2385,UE,,IN,41.02,43.3,"Tube, pneumatic caster tire"
E2385,UE,KE,IN,0,46.61,"Tube, pneumatic caster tire"
E2385,UE,KU,IN,45.58,0,"Tube, pneumatic caster tire"
E2386,NU,,IN,123.76,160.99,Foam filled drive wheel tire
E2386,NU,KE,IN,0,174.39,Foam filled drive wheel tire
E2386,NU,KU,IN,184.86,0,Foam filled drive wheel tire
E2386,RR,,IN,12.38,16.1,Foam filled drive wheel tire
E2386,RR,KE,IN,0,17.44,Foam filled drive wheel tire
E2386,RR,KU,IN,18.48,0,Foam filled drive wheel tire
E2386,UE,,IN,92.82,120.75,Foam filled drive wheel tire
E2386,UE,KE,IN,0,130.8,Foam filled drive wheel tire
E2386,UE,KU,IN,138.67,0,Foam filled drive wheel tire
E2387,NU,,IN,58.41,72.78,Foam filled caster tire
E2387,NU,KE,IN,0,78.57,Foam filled caster tire
E2387,NU,KU,IN,79.76,0,Foam filled caster tire
E2387,RR,,IN,5.84,7.28,Foam filled caster tire
E2387,RR,KE,IN,0,7.86,Foam filled caster tire
E2387,RR,KU,IN,7.99,0,Foam filled caster tire
E2387,UE,,IN,43.81,54.59,Foam filled caster tire
E2387,UE,KE,IN,0,58.93,Foam filled caster tire
E2387,UE,KU,IN,59.81,0,Foam filled caster tire
E2388,NU,,IN,59.52,60.7,Foam drive wheel tire
E2388,NU,KE,IN,0,65.18,Foam drive wheel tire
E2388,NU,KU,IN,61.87,0,Foam drive wheel tire
E2388,RR,,IN,5.95,6.08,Foam drive wheel tire
E2388,RR,KE,IN,0,6.53,Foam drive wheel tire
E2388,RR,KU,IN,6.19,0,Foam drive wheel tire
E2388,UE,,IN,44.64,45.53,Foam drive wheel tire
E2388,UE,KE,IN,0,48.9,Foam drive wheel tire
E2388,UE,KU,IN,46.44,0,Foam drive wheel tire
E2389,NU,,IN,33.27,33.44,Foam caster tire
E2389,NU,KE,IN,0,35.88,Foam caster tire
E2389,NU,KU,IN,33.61,0,Foam caster tire
E2389,RR,,IN,3.33,3.35,Foam caster tire
E2389,RR,KE,IN,0,3.6,Foam caster tire
E2389,RR,KU,IN,3.38,0,Foam caster tire
E2389,UE,,IN,24.95,25.07,Foam caster tire
E2389,UE,KE,IN,0,26.89,Foam caster tire
E2389,UE,KU,IN,25.18,0,Foam caster tire
E2390,NU,,IN,51.51,52.03,Solid drive wheel tire
E2390,NU,KE,IN,0,55.84,Solid drive wheel tire
E2390,NU,KU,IN,52.57,0,Solid drive wheel tire
E2390,RR,,IN,5.15,5.2,Solid drive wheel tire
E2390,RR,KE,IN,0,5.58,Solid drive wheel tire
E2390,RR,KU,IN,5.26,0,Solid drive wheel tire
E2390,UE,,IN,38.63,39.01,Solid drive wheel tire
E2390,UE,KE,IN,0,41.87,Solid drive wheel tire
E2390,UE,KU,IN,39.4,0,Solid drive wheel tire
E2391,NU,,IN,20.98,24.39,Solid caster tire
E2391,NU,KE,IN,0,26.22,Solid caster tire
E2391,NU,KU,IN,25.17,0,Solid caster tire
E2391,RR,,IN,2.1,2.45,Solid caster tire
E2391,RR,KE,IN,0,2.63,Solid caster tire
E2391,RR,KU,IN,2.53,0,Solid caster tire
E2391,UE,,IN,15.74,18.3,Solid caster tire
E2391,UE,KE,IN,0,19.67,Solid caster tire
E2391,UE,KU,IN,18.88,0,Solid caster tire
E2392,NU,,IN,49.26,61.32,"Solid caster tire, integrate"
E2392,NU,KE,IN,0,66.12,"Solid caster tire, integrate"
E2392,NU,KU,IN,66.18,0,"Solid caster tire, integrate"
E2392,RR,,IN,4.93,6.15,"Solid caster tire, integrate"
E2392,RR,KE,IN,0,6.63,"Solid caster tire, integrate"
E2392,RR,KU,IN,6.66,0,"Solid caster tire, integrate"
E2392,UE,,IN,36.95,46,"Solid caster tire, integrate"
E2392,UE,KE,IN,0,49.6,"Solid caster tire, integrate"
E2392,UE,KU,IN,49.64,0,"Solid caster tire, integrate"
E2394,NU,,IN,70.19,86.08,Drive wheel excludes tire
E2394,NU,KE,IN,0,92.92,Drive wheel excludes tire
E2394,NU,KU,IN,94.3,0,Drive wheel excludes tire
E2394,RR,,IN,7.02,8.62,Drive wheel excludes tire
E2394,RR,KE,IN,0,9.3,Drive wheel excludes tire
E2394,RR,KU,IN,9.46,0,Drive wheel excludes tire
E2394,UE,,IN,52.65,64.56,Drive wheel excludes tire
E2394,UE,KE,IN,0,69.69,Drive wheel excludes tire
E2394,UE,KU,IN,70.73,0,Drive wheel excludes tire
E2395,NU,,IN,52.73,62.66,Caster wheel excludes tire
E2395,NU,KE,IN,0,67.52,Caster wheel excludes tire
E2395,NU,KU,IN,67,0,Caster wheel excludes tire
E2395,RR,,IN,5.27,6.27,Caster wheel excludes tire
