HCPCS,Modifier,"Maximum
Allowable","Effective
Date",End Date
0001A,,$40.00,03/01/23,
0002A,,$40.00,03/01/23,
0011A,,$40.00,03/01/23,
0012A,,$40.00,03/01/23,
0013A,,$40.00,03/01/23,
0031A,,$40.00,03/01/23,
99503,,$36.43,03/01/23,
99504,,$36.43,03/01/23,
99601,,$91.21,03/01/23,
99602,,$45.74,03/01/23,
A4206,,$0.21,03/01/23,
A4206,NU,$0.21,03/01/23,
A4206,RR,$0.02,03/01/23,
A4207,,$0.79,03/01/23,
A4207,NU,$0.79,03/01/23,
A4207,RR,$0.08,03/01/23,
A4208,,$0.22,03/01/23,
A4208,NU,$0.22,03/01/23,
A4208,RR,$0.02,03/01/23,
A4209,,$0.22,03/01/23,
A4209,NU,$0.22,03/01/23,
A4209,RR,$0.02,03/01/23,
A4210,,$197.60,03/01/23,
A4210,NU,$197.60,03/01/23,
A4210,RR,$19.76,03/01/23,
A4211,,$10.02,03/01/23,
A4211,NU,$10.02,03/01/23,
A4211,RR,$1.00,03/01/23,
A4212,,$5.73,03/01/23,
A4212,NU,$5.73,03/01/23,
A4212,RR,$0.57,03/01/23,
A4213,,$0.52,03/01/23,
A4213,NU,$0.52,03/01/23,
A4213,RR,$0.05,03/01/23,
A4215,,$0.13,03/01/23,
A4215,NU,$0.13,03/01/23,
A4215,RR,$0.01,03/01/23,
A4216,,$0.26,03/01/23,
A4217,,$2.13,03/01/23,
A4218,,$2.03,03/01/23,
A4218,NU,$2.03,03/01/23,
A4218,RR,$0.20,03/01/23,
A4220,,$43.62,03/01/23,
A4220,NU,$43.62,03/01/23,
A4220,RR,$4.36,03/01/23,
A4221,,$15.11,03/01/23,
A4221,NU,$15.11,03/01/23,
A4221,RR,$1.51,03/01/23,
A4222,,$29.41,03/01/23,
A4222,NU,$29.41,03/01/23,
A4222,RR,$2.94,03/01/23,
A4223,,$36.27,03/01/23,
A4223,NU,$36.27,03/01/23,
A4223,RR,$3.63,03/01/23,
A4224,,$15.11,03/01/23,
A4224,NU,$15.11,03/01/23,
A4224,RR,$1.51,03/01/23,
A4225,,$1.87,03/01/23,
A4225,NU,$1.87,03/01/23,
A4225,RR,$0.19,03/01/23,
A4230,,$15.00,03/01/23,
A4230,NU,$15.00,03/01/23,
A4230,RR,$1.50,03/01/23,
A4231,,$6.18,03/01/23,
A4231,NU,$6.18,03/01/23,
A4231,RR,$0.62,03/01/23,
A4232,,$4.27,03/01/23,
A4232,NU,$4.27,03/01/23,
A4232,RR,$0.43,03/01/23,
A4233,,$0.31,03/01/23,
A4233,NU,$0.31,03/01/23,
A4233,RR,$0.03,03/01/23,
A4234,,$1.44,03/01/23,
A4234,NU,$1.44,03/01/23,
A4234,RR,$0.15,03/01/23,
A4235,,$0.61,03/01/23,
A4235,NU,$0.61,03/01/23,
A4235,RR,$0.06,03/01/23,
A4236,,$0.71,03/01/23,
A4236,NU,$0.71,03/01/23,
A4236,RR,$0.07,03/01/23,
A4239,,$153.01,01/01/23,
A4239,NU,"$1,530.06",01/01/23,
A4239,RR,$153.01,01/01/23,
A4244,,$1.23,03/01/23,
A4244,NU,$1.23,03/01/23,
A4244,RR,$0.12,03/01/23,
A4245,,$1.55,03/01/23,
A4245,NU,$1.55,03/01/23,
A4245,RR,$0.16,03/01/23,
A4246,,$0.92,03/01/23,
A4246,NU,$0.92,03/01/23,
A4246,RR,$0.09,03/01/23,
A4247,,$0.20,03/01/23,
A4247,NU,$0.20,03/01/23,
A4247,RR,$0.02,03/01/23,
A4248,,$0.02,03/01/23,
A4250,,$32.61,03/01/23,
A4250,NU,$32.61,03/01/23,
A4250,RR,$3.26,03/01/23,
A4252,,$2.71,03/01/23,
A4252,NU,$2.71,03/01/23,
A4252,RR,$0.27,03/01/23,
A4253,,$22.95,03/01/23,
A4253,NU,$22.95,03/01/23,
A4253,RR,$2.30,03/01/23,
A4255,,$2.92,03/01/23,
A4255,NU,$2.92,03/01/23,
A4255,RR,$0.29,03/01/23,
A4256,,$2.06,03/01/23,
A4256,NU,$2.06,03/01/23,
A4256,RR,$0.21,03/01/23,
A4257,,$9.52,03/01/23,
A4257,NU,$9.52,03/01/23,
A4257,RR,$0.95,03/01/23,
A4258,,$1.29,03/01/23,
A4258,NU,$1.29,03/01/23,
A4258,RR,$0.13,03/01/23,
A4259,,$0.87,03/01/23,
A4259,NU,$0.87,03/01/23,
A4259,RR,$0.09,03/01/23,
A4261,,$52.65,03/01/23,
A4261,NU,$52.65,03/01/23,
A4261,RR,$5.27,03/01/23,
A4262,,$0.74,03/01/23,
A4262,NU,$0.74,03/01/23,
A4262,RR,$0.07,03/01/23,
A4263,,$6.10,03/01/23,
A4263,NU,$6.10,03/01/23,
A4263,RR,$0.61,03/01/23,
A4265,,$2.54,03/01/23,
A4265,NU,$2.54,03/01/23,
A4265,RR,$0.26,03/01/23,
A4266,,$52.65,03/01/23,
A4266,NU,$52.65,03/01/23,
A4266,RR,$5.27,03/01/23,
A4267,,$0.05,03/01/23,
A4267,NU,$0.05,03/01/23,
A4267,RR,$0.01,03/01/23,
A4268,,$1.30,03/01/23,
A4268,NU,$1.30,03/01/23,
A4268,RR,$0.13,03/01/23,
A4269,,$6.62,03/01/23,
A4269,NU,$6.62,03/01/23,
A4269,RR,$0.66,03/01/23,
A4271,,$39.15,04/01/24,
A4271,NU,$39.15,04/01/24,
A4271,RR,$39.15,04/01/24,
A4280,,$3.99,03/01/23,
A4280,NU,$3.99,03/01/23,
A4280,RR,$0.40,03/01/23,
A4281,,$8.44,03/01/23,
A4281,NU,$8.44,03/01/23,
A4281,RR,$0.84,03/01/23,
A4282,,$6.50,03/01/23,
A4282,NU,$6.50,03/01/23,
A4282,RR,$0.65,03/01/23,
A4283,,$0.27,03/01/23,
A4283,NU,$0.27,03/01/23,
A4283,RR,$0.03,03/01/23,
A4284,,$13.40,03/01/23,
A4284,NU,$13.40,03/01/23,
A4284,RR,$1.34,03/01/23,
A4285,,$1.30,03/01/23,
A4285,NU,$1.30,03/01/23,
A4285,RR,$0.13,03/01/23,
A4286,,$1.26,03/01/23,
A4286,NU,$1.26,03/01/23,
A4286,RR,$0.13,03/01/23,
A4290,,$69.59,03/01/23,
A4290,NU,$69.59,03/01/23,
A4290,RR,$6.96,03/01/23,
A4300,,$6.10,03/01/23,
A4300,NU,$6.10,03/01/23,
A4300,RR,$0.61,03/01/23,
A4301,,$23.40,03/01/23,
A4301,NU,$23.40,03/01/23,
A4301,RR,$2.34,03/01/23,
A4305,,$23.56,03/01/23,
A4305,NU,$23.56,03/01/23,
A4305,RR,$2.36,03/01/23,
A4306,,$23.56,03/01/23,
A4306,NU,$23.56,03/01/23,
A4306,RR,$2.36,03/01/23,
A4310,,$4.90,03/01/23,
A4310,NU,$4.90,03/01/23,
A4310,RR,$0.49,03/01/23,
A4311,,$9.60,03/01/23,
A4311,NU,$9.60,03/01/23,
A4311,RR,$0.96,03/01/23,
A4312,,$13.46,03/01/23,
A4312,NU,$13.46,03/01/23,
A4312,RR,$1.35,03/01/23,
A4313,,$13.82,03/01/23,
A4313,NU,$13.82,03/01/23,
A4313,RR,$1.38,03/01/23,
A4314,,$18.87,03/01/23,
A4314,NU,$18.87,03/01/23,
A4314,RR,$1.88,03/01/23,
A4315,,$19.19,03/01/23,
A4315,NU,$19.19,03/01/23,
A4315,RR,$1.92,03/01/23,
A4316,,$21.20,03/01/23,
A4316,NU,$21.20,03/01/23,
A4316,RR,$2.12,03/01/23,
A4320,,$3.39,03/01/23,
A4320,NU,$3.39,03/01/23,
A4320,RR,$0.34,03/01/23,
A4322,,$2.10,03/01/23,
A4322,NU,$2.10,03/01/23,
A4322,RR,$0.21,03/01/23,
A4326,,$8.05,03/01/23,
A4326,NU,$8.05,03/01/23,
A4326,RR,$0.81,03/01/23,
A4327,,$33.29,03/01/23,
A4327,NU,$33.29,03/01/23,
A4327,RR,$3.33,03/01/23,
A4328,,$6.62,03/01/23,
A4328,NU,$6.62,03/01/23,
A4328,RR,$0.66,03/01/23,
A4330,,$5.29,03/01/23,
A4330,NU,$5.29,03/01/23,
A4330,RR,$0.53,03/01/23,
A4331,,$2.37,03/01/23,
A4331,NU,$2.37,03/01/23,
A4331,RR,$0.24,03/01/23,
A4332,,$0.09,03/01/23,
A4332,NU,$0.09,03/01/23,
A4332,RR,$0.01,03/01/23,
A4333,,$1.65,03/01/23,
A4333,NU,$1.65,03/01/23,
A4333,RR,$0.16,03/01/23,
A4334,,$3.67,03/01/23,
A4334,NU,$3.67,03/01/23,
A4334,RR,$0.37,03/01/23,
A4335,,$9.48,03/01/23,
A4335,NU,$9.48,03/01/23,
A4335,RR,$0.95,03/01/23,
A4336,,$1.07,03/01/23,
A4336,NU,$1.07,03/01/23,
A4336,RR,$0.11,03/01/23,
A4337,,$1.04,03/01/23,
A4337,NU,$1.04,03/01/23,
A4337,RR,$0.10,03/01/23,
A4338,,$9.16,03/01/23,
A4338,NU,$9.16,03/01/23,
A4338,RR,$0.92,03/01/23,
A4340,,$23.69,03/01/23,
A4340,NU,$23.69,03/01/23,
A4340,RR,$2.37,03/01/23,
A4341,,$194.70,04/01/23,
A4341,NU,$194.70,04/01/23,
A4341,RR,$194.70,04/01/23,
A4342,,$491.62,04/01/23,
A4342,NU,$491.62,04/01/23,
A4342,RR,$49.16,04/01/23,
A4344,,$10.16,03/01/23,
A4344,NU,$10.16,03/01/23,
A4344,RR,$1.02,03/01/23,
A4346,,$12.43,03/01/23,
A4346,NU,$12.43,03/01/23,
A4346,RR,$1.24,03/01/23,
A4349,,$1.50,03/01/23,
A4349,NU,$1.50,03/01/23,
A4349,RR,$0.15,03/01/23,
A4351,,$1.35,03/01/23,
A4351,NU,$1.35,03/01/23,
A4351,RR,$0.13,03/01/23,
A4352,,$4.77,03/01/23,
A4352,NU,$4.77,03/01/23,
A4352,RR,$0.48,03/01/23,
A4353,,$5.22,03/01/23,
A4353,NU,$5.22,03/01/23,
A4353,RR,$0.52,03/01/23,
A4354,,$8.81,03/01/23,
A4354,NU,$8.81,03/01/23,
A4354,RR,$0.88,03/01/23,
A4355,,$6.66,03/01/23,
A4355,NU,$6.66,03/01/23,
A4355,RR,$0.66,03/01/23,
A4356,,$28.94,03/01/23,
A4356,NU,$28.94,03/01/23,
A4356,RR,$2.90,03/01/23,
A4357,,$6.16,03/01/23,
A4357,NU,$6.16,03/01/23,
A4357,RR,$0.62,03/01/23,
A4358,,$4.20,03/01/23,
A4358,NU,$4.20,03/01/23,
A4358,RR,$0.42,03/01/23,
A4360,,$0.31,03/01/23,
A4360,NU,$0.31,03/01/23,
A4360,RR,$0.03,03/01/23,
A4361,,$13.71,03/01/23,
A4361,NU,$13.71,03/01/23,
A4361,RR,$1.37,03/01/23,
A4362,,$2.39,03/01/23,
A4362,NU,$2.39,03/01/23,
A4362,RR,$0.24,03/01/23,
A4363,,$1.77,03/01/23,
A4363,NU,$1.77,03/01/23,
A4363,RR,$0.18,03/01/23,
A4364,,$2.02,03/01/23,
A4364,NU,$2.02,03/01/23,
A4364,RR,$0.20,03/01/23,
A4366,,$0.96,03/01/23,
A4366,NU,$0.96,03/01/23,
A4366,RR,$0.10,03/01/23,
A4367,,$5.08,03/01/23,
A4367,NU,$5.08,03/01/23,
A4367,RR,$0.51,03/01/23,
A4368,,$0.18,03/01/23,
A4368,NU,$0.18,03/01/23,
A4368,RR,$0.02,03/01/23,
A4369,,$1.81,03/01/23,
A4369,NU,$1.81,03/01/23,
A4369,RR,$0.18,03/01/23,
A4371,,$2.72,03/01/23,
A4371,NU,$2.72,03/01/23,
A4371,RR,$0.27,03/01/23,
A4372,,$3.13,03/01/23,
A4372,NU,$3.13,03/01/23,
A4372,RR,$0.31,03/01/23,
A4373,,$4.67,03/01/23,
A4373,NU,$4.67,03/01/23,
A4373,RR,$0.47,03/01/23,
A4375,,$12.82,03/01/23,
A4375,NU,$12.82,03/01/23,
A4375,RR,$1.28,03/01/23,
A4376,,$35.51,03/01/23,
A4376,NU,$35.51,03/01/23,
A4376,RR,$3.55,03/01/23,
A4377,,$3.20,03/01/23,
A4377,NU,$3.20,03/01/23,
A4377,RR,$0.32,03/01/23,
A4378,,$22.95,03/01/23,
A4378,NU,$22.95,03/01/23,
A4378,RR,$2.29,03/01/23,
A4379,,$11.21,03/01/23,
A4379,NU,$11.21,03/01/23,
A4379,RR,$1.12,03/01/23,
A4380,,$27.86,03/01/23,
A4380,NU,$27.86,03/01/23,
A4380,RR,$2.79,03/01/23,
A4381,,$3.45,03/01/23,
A4381,NU,$3.45,03/01/23,
A4381,RR,$0.35,03/01/23,
A4382,,$18.37,03/01/23,
A4382,NU,$18.37,03/01/23,
A4382,RR,$1.84,03/01/23,
A4383,,$21.04,03/01/23,
A4383,NU,$21.04,03/01/23,
A4383,RR,$2.10,03/01/23,
A4384,,$7.17,03/01/23,
A4384,NU,$7.17,03/01/23,
A4384,RR,$0.72,03/01/23,
A4385,,$3.80,03/01/23,
A4385,NU,$3.80,03/01/23,
A4385,RR,$0.38,03/01/23,
A4387,,$1.68,03/01/23,
A4387,NU,$1.68,03/01/23,
A4387,RR,$0.17,03/01/23,
A4388,,$3.26,03/01/23,
A4388,NU,$3.26,03/01/23,
A4388,RR,$0.32,03/01/23,
A4389,,$4.64,03/01/23,
A4389,NU,$4.64,03/01/23,
A4389,RR,$0.46,03/01/23,
A4390,,$7.17,03/01/23,
A4390,NU,$7.17,03/01/23,
A4390,RR,$0.72,03/01/23,
A4391,,$5.28,03/01/23,
A4391,NU,$5.28,03/01/23,
A4391,RR,$0.53,03/01/23,
A4392,,$6.10,03/01/23,
A4392,NU,$6.10,03/01/23,
A4392,RR,$0.61,03/01/23,
A4393,,$6.75,03/01/23,
A4393,NU,$6.75,03/01/23,
A4393,RR,$0.68,03/01/23,
A4394,,$1.93,03/01/23,
A4394,NU,$1.93,03/01/23,
A4394,RR,$0.20,03/01/23,
A4395,,$0.03,03/01/23,
A4395,NU,$0.03,03/01/23,
A4395,RR,$0.01,03/01/23,
A4396,,$30.21,03/01/23,
A4396,NU,$30.21,03/01/23,
A4396,RR,$3.02,03/01/23,
A4398,,$8.95,03/01/23,
A4398,NU,$8.95,03/01/23,
A4398,RR,$0.90,03/01/23,
A4399,,$7.78,03/01/23,
A4399,NU,$7.78,03/01/23,
A4399,RR,$0.78,03/01/23,
A4400,,$36.47,03/01/23,
A4400,NU,$36.47,03/01/23,
A4400,RR,$3.65,03/01/23,
A4402,,$1.19,03/01/23,
A4402,NU,$1.19,03/01/23,
A4402,RR,$0.12,03/01/23,
A4404,,$1.25,03/01/23,
A4404,NU,$1.25,03/01/23,
A4404,RR,$0.13,03/01/23,
A4405,,$2.55,03/01/23,
A4405,NU,$2.55,03/01/23,
A4405,RR,$0.26,03/01/23,
A4406,,$4.27,03/01/23,
A4406,NU,$4.27,03/01/23,
A4406,RR,$0.43,03/01/23,
A4407,,$6.54,03/01/23,
A4407,NU,$6.54,03/01/23,
A4407,RR,$0.65,03/01/23,
A4408,,$7.37,03/01/23,
A4408,NU,$7.37,03/01/23,
A4408,RR,$0.74,03/01/23,
A4409,,$4.64,03/01/23,
A4409,NU,$4.64,03/01/23,
A4409,RR,$0.46,03/01/23,
A4410,,$6.75,03/01/23,
A4410,NU,$6.75,03/01/23,
A4410,RR,$0.68,03/01/23,
A4411,,$3.80,03/01/23,
A4411,NU,$3.80,03/01/23,
A4411,RR,$0.38,03/01/23,
A4412,,$2.02,03/01/23,
A4412,NU,$2.02,03/01/23,
A4412,RR,$0.20,03/01/23,
A4413,,$4.11,03/01/23,
A4413,NU,$4.11,03/01/23,
A4413,RR,$0.41,03/01/23,
A4414,,$3.67,03/01/23,
A4414,NU,$3.67,03/01/23,
A4414,RR,$0.37,03/01/23,
A4415,,$4.47,03/01/23,
A4415,NU,$4.47,03/01/23,
A4415,RR,$0.45,03/01/23,
A4416,,$2.06,03/01/23,
A4416,NU,$2.06,03/01/23,
A4416,RR,$0.21,03/01/23,
A4417,,$2.78,03/01/23,
A4417,NU,$2.78,03/01/23,
A4417,RR,$0.28,03/01/23,
A4418,,$1.35,03/01/23,
A4418,NU,$1.35,03/01/23,
A4418,RR,$0.13,03/01/23,
A4419,,$1.29,03/01/23,
A4419,NU,$1.29,03/01/23,
A4419,RR,$0.13,03/01/23,
A4420,,$4.44,03/01/23,
A4420,NU,$4.44,03/01/23,
A4420,RR,$0.44,03/01/23,
A4422,,$0.09,03/01/23,
A4422,NU,$0.09,03/01/23,
A4422,RR,$0.01,03/01/23,
A4423,,$1.38,03/01/23,
A4423,NU,$1.38,03/01/23,
A4423,RR,$0.14,03/01/23,
A4424,,$3.55,03/01/23,
A4424,NU,$3.55,03/01/23,
A4424,RR,$0.35,03/01/23,
A4425,,$2.67,03/01/23,
A4425,NU,$2.67,03/01/23,
A4425,RR,$0.27,03/01/23,
A4426,,$2.04,03/01/23,
A4426,NU,$2.04,03/01/23,
A4426,RR,$0.20,03/01/23,
A4427,,$2.08,03/01/23,
A4427,NU,$2.08,03/01/23,
A4427,RR,$0.21,03/01/23,
A4428,,$4.87,03/01/23,
A4428,NU,$4.87,03/01/23,
A4428,RR,$0.49,03/01/23,
A4429,,$6.15,03/01/23,
A4429,NU,$6.15,03/01/23,
A4429,RR,$0.62,03/01/23,
A4430,,$6.36,03/01/23,
A4430,NU,$6.36,03/01/23,
A4430,RR,$0.63,03/01/23,
A4431,,$4.64,03/01/23,
A4431,NU,$4.64,03/01/23,
A4431,RR,$0.46,03/01/23,
A4432,,$2.68,03/01/23,
A4432,NU,$2.68,03/01/23,
A4432,RR,$0.27,03/01/23,
A4433,,$2.50,03/01/23,
A4433,NU,$2.50,03/01/23,
A4433,RR,$0.25,03/01/23,
A4434,,$2.81,03/01/23,
A4434,NU,$2.81,03/01/23,
A4434,RR,$0.28,03/01/23,
A4435,,$4.30,03/01/23,
A4435,NU,$4.30,03/01/23,
A4435,RR,$0.43,03/01/23,
A4436,,$14.31,03/01/23,
A4436,NU,$14.31,03/01/23,
A4436,RR,$1.43,03/01/23,
A4437,,$14.31,03/01/23,
A4437,NU,$14.31,03/01/23,
A4437,RR,$1.43,03/01/23,
A4438,,$1.51,04/01/24,
A4438,NU,$1.51,04/01/24,
A4438,RR,$1.51,04/01/24,
A4450,,$0.08,03/01/23,
A4450,NU,$0.08,03/01/23,
A4450,RR,$0.01,03/01/23,
A4452,,$0.29,03/01/23,
A4452,NU,$0.29,03/01/23,
A4452,RR,$0.03,03/01/23,
A4455,,$0.90,03/01/23,
A4455,NU,$0.90,03/01/23,
A4455,RR,$0.09,03/01/23,
A4456,,$0.18,03/01/23,
A4456,NU,$0.18,03/01/23,
A4456,RR,$0.02,03/01/23,
A4458,,$5.30,03/01/23,
A4458,NU,$5.30,03/01/23,
A4458,RR,$0.53,03/01/23,
A4459,,"$2,045.00",03/01/23,
A4459,NU,"$2,045.00",03/01/23,
A4459,RR,$204.50,03/01/23,
A4461,,$2.46,03/01/23,
A4461,NU,$2.46,03/01/23,
A4461,RR,$0.24,03/01/23,
A4463,,$9.93,03/01/23,
A4463,NU,$9.93,03/01/23,
A4463,RR,$0.99,03/01/23,
A4467,,$24.54,03/01/23,
A4467,NU,$24.54,03/01/23,
A4467,RR,$2.45,03/01/23,
A4470,,$4.76,03/01/23,
A4470,NU,$4.76,03/01/23,
A4470,RR,$0.48,03/01/23,
A4480,,$3.89,03/01/23,
A4480,NU,$3.89,03/01/23,
A4480,RR,$0.39,03/01/23,
A4481,,$0.27,03/01/23,
A4481,NU,$0.27,03/01/23,
A4481,RR,$0.02,03/01/23,
A4483,,$0.65,03/01/23,
A4483,NU,$0.65,03/01/23,
A4483,RR,$0.07,03/01/23,
A4495,,$12.50,03/01/23,
A4495,NU,$12.50,03/01/23,
A4495,RR,$1.25,03/01/23,
A4520,,$0.85,03/01/23,
A4520,NU,$0.85,03/01/23,
A4520,RR,$0.09,03/01/23,
A4541,,$23.59,01/01/24,
A4541,NU,$23.59,01/01/24,
A4541,RR,$23.59,01/01/24,
A4542,,$302.65,01/01/24,
A4542,NU,"$3,026.50",01/01/24,
A4542,RR,$302.65,01/01/24,
A4550,,$7.42,03/01/23,
A4550,NU,$7.42,03/01/23,
A4550,RR,$0.74,03/01/23,
A4553,,$6.03,03/01/23,
A4553,NU,$6.03,03/01/23,
A4553,RR,$6.03,03/01/23,
A4554,,$6.03,03/01/23,
A4554,NU,$6.03,03/01/23,
A4554,RR,$6.03,03/01/23,
A4556,,$9.06,03/01/23,
A4556,NU,$9.06,03/01/23,
A4556,RR,$0.91,03/01/23,
A4557,,$11.48,03/01/23,
A4557,NU,$11.48,03/01/23,
A4557,RR,$1.15,03/01/23,
A4558,,$3.46,03/01/23,
A4558,NU,$3.46,03/01/23,
A4558,RR,$0.35,03/01/23,
A4559,,$0.07,03/01/23,
A4559,NU,$0.07,03/01/23,
A4559,RR,$0.01,03/01/23,
A4561,,$15.36,03/01/23,
A4561,NU,$15.36,03/01/23,
A4561,RR,$1.54,03/01/23,
A4562,,$38.20,03/01/23,
A4562,NU,$38.20,03/01/23,
A4562,RR,$3.82,03/01/23,
A4563,,$884.76,03/01/23,
A4563,NU,$884.76,03/01/23,
A4563,RR,$88.47,03/01/23,
A4565,,$5.75,03/01/23,
A4565,NU,$5.75,03/01/23,
A4565,RR,$0.57,03/01/23,
A4566,,$67.34,03/01/23,
A4566,NU,$67.34,03/01/23,
A4566,RR,$6.73,03/01/23,
A4570,,$19.50,03/01/23,
A4570,NU,$19.50,03/01/23,
A4570,RR,$1.95,03/01/23,
A4595,,$14.35,03/01/23,
A4595,NU,$14.35,03/01/23,
A4595,RR,$1.43,03/01/23,
A4600,,$2.71,03/01/23,
A4600,NU,$2.71,03/01/23,
A4600,RR,$0.27,03/01/23,
A4601,,$2.71,03/01/23,
A4601,NU,$2.71,03/01/23,
A4601,RR,$0.27,03/01/23,
A4602,,$2.78,03/01/23,
A4602,NU,$2.78,03/01/23,
A4602,RR,$0.28,03/01/23,
A4604,,$35.71,03/01/23,
A4604,NU,$35.71,03/01/23,
A4604,RR,$3.57,03/01/23,
A4605,,$12.24,03/01/23,
A4605,NU,$12.24,03/01/23,
A4605,RR,$1.23,03/01/23,
A4606,,$16.50,03/01/23,
A4606,NU,$16.50,03/01/23,
A4606,RR,$1.65,03/01/23,
A4608,,$37.41,03/01/23,
A4608,NU,$37.41,03/01/23,
A4608,RR,$3.74,03/01/23,
A4611,,$134.00,03/01/23,
A4611,NU,$134.00,03/01/23,
A4611,RR,$13.90,03/01/23,
A4612,,$54.53,03/01/23,
A4612,NU,$54.53,03/01/23,
A4612,RR,$5.55,03/01/23,
A4613,,$83.61,03/01/23,
A4613,NU,$83.61,03/01/23,
A4613,RR,$8.36,03/01/23,
A4614,,$17.75,03/01/23,
A4614,NU,$17.75,03/01/23,
A4614,RR,$1.78,03/01/23,
A4615,,$0.54,03/01/23,
A4615,NU,$0.54,03/01/23,
A4615,RR,$0.05,03/01/23,
A4616,,$0.04,03/01/23,
A4616,NU,$0.04,03/01/23,
A4616,RR,$0.01,03/01/23,
A4617,,$2.31,03/01/23,
A4617,NU,$2.31,03/01/23,
A4617,RR,$0.23,03/01/23,
A4618,,$5.64,03/01/23,
A4618,NU,$5.64,03/01/23,
A4618,RR,$0.65,03/01/23,
A4619,,$1.35,03/01/23,
A4619,NU,$1.35,03/01/23,
A4619,RR,$0.13,03/01/23,
A4620,,$0.45,03/01/23,
A4620,NU,$0.45,03/01/23,
A4620,RR,$0.04,03/01/23,
A4623,,$4.17,03/01/23,
A4623,NU,$4.17,03/01/23,
A4623,RR,$0.41,03/01/23,
A4624,,$1.97,03/01/23,
A4624,NU,$1.97,03/01/23,
A4624,RR,$0.20,03/01/23,
A4625,,$5.17,03/01/23,
A4625,NU,$5.17,03/01/23,
A4625,RR,$0.52,03/01/23,
A4626,,$2.03,03/01/23,
A4626,NU,$2.03,03/01/23,
A4626,RR,$0.20,03/01/23,
A4627,,$12.26,03/01/23,
A4627,NU,$12.26,03/01/23,
A4627,RR,$1.23,03/01/23,
A4628,,$2.73,03/01/23,
A4628,NU,$2.73,03/01/23,
A4628,RR,$0.27,03/01/23,
A4629,,$3.47,03/01/23,
A4629,NU,$3.47,03/01/23,
A4629,RR,$0.35,03/01/23,
A4630,,$4.65,03/01/23,
A4630,NU,$4.65,03/01/23,
A4630,RR,$0.46,03/01/23,
A4633,,$30.63,03/01/23,
A4633,NU,$30.63,03/01/23,
A4633,RR,$3.06,03/01/23,
A4634,,$1.30,03/01/23,
A4634,NU,$1.30,03/01/23,
A4634,RR,$0.13,03/01/23,
A4635,,$3.24,03/01/23,
A4635,NU,$3.24,03/01/23,
A4635,RR,$0.49,03/01/23,
A4636,,$2.34,03/01/23,
A4636,NU,$2.34,03/01/23,
A4636,RR,$0.24,03/01/23,
A4637,,$1.26,03/01/23,
A4637,NU,$1.26,03/01/23,
A4637,RR,$0.15,03/01/23,
A4638,,$4.15,03/01/23,
A4638,NU,$4.15,03/01/23,
A4638,RR,$0.42,03/01/23,
A4639,,$214.42,03/01/23,
A4639,NU,$214.42,03/01/23,
A4639,RR,$21.44,03/01/23,
A4640,,$38.68,03/01/23,
A4640,NU,$38.68,03/01/23,
A4640,RR,$3.90,03/01/23,
A4648,,$141.46,03/01/23,
A4648,NU,$141.46,03/01/23,
A4648,RR,$14.15,03/01/23,
A4651,,$19.50,03/01/23,
A4651,NU,$19.50,03/01/23,
A4651,RR,$1.95,03/01/23,
A4652,,$19.50,03/01/23,
A4652,NU,$19.50,03/01/23,
A4652,RR,$1.95,03/01/23,
A4653,,$3.69,03/01/23,
A4653,NU,$3.69,03/01/23,
A4653,RR,$0.37,03/01/23,
A4657,,$3.95,03/01/23,
A4657,NU,$3.95,03/01/23,
A4657,RR,$0.40,03/01/23,
A4660,,$7.90,03/01/23,
A4660,NU,$7.90,03/01/23,
A4660,RR,$0.79,03/01/23,
A4663,,$16.16,03/01/23,
A4663,NU,$16.16,03/01/23,
A4663,RR,$1.62,03/01/23,
A4670,,$40.00,03/01/23,
A4670,NU,$40.00,03/01/23,
A4670,RR,$4.00,03/01/23,
A4671,,$174.04,03/01/23,
A4671,NU,$174.04,03/01/23,
A4671,RR,$17.40,03/01/23,
A4672,,$8.68,03/01/23,
A4672,NU,$8.68,03/01/23,
A4672,RR,$0.87,03/01/23,
A4673,,$8.68,03/01/23,
A4673,NU,$8.68,03/01/23,
A4673,RR,$0.87,03/01/23,
A4674,,$6.50,03/01/23,
A4674,NU,$6.50,03/01/23,
A4674,RR,$0.65,03/01/23,
A4728,,$5.98,03/01/23,
A4772,,$56.91,03/01/23,
A4772,NU,$56.91,03/01/23,
A4772,RR,$5.69,03/01/23,
A4802,,$3.84,03/01/23,
A4927,,$6.50,03/01/23,
A4927,NU,$6.50,03/01/23,
A4927,RR,$0.65,03/01/23,
A4928,,$2.60,03/01/23,
A4928,NU,$2.60,03/01/23,
A4928,RR,$0.26,03/01/23,
A4929,,$0.81,03/01/23,
A4929,NU,$0.81,03/01/23,
A4929,RR,$0.08,03/01/23,
A4930,,$0.65,03/01/23,
A4930,NU,$0.65,03/01/23,
A4930,RR,$0.07,03/01/23,
A4931,,$3.90,03/01/23,
A4931,NU,$3.90,03/01/23,
A4931,RR,$0.39,03/01/23,
A4932,,$4.55,03/01/23,
A4932,NU,$4.55,03/01/23,
A4932,RR,$0.46,03/01/23,
A5051,,$1.54,03/01/23,
A5051,NU,$1.54,03/01/23,
A5051,RR,$0.15,03/01/23,
A5052,,$1.11,03/01/23,
A5052,NU,$1.11,03/01/23,
A5052,RR,$0.11,03/01/23,
A5053,,$1.22,03/01/23,
A5053,NU,$1.22,03/01/23,
A5053,RR,$0.12,03/01/23,
