HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
L6714,,,D,PO,1940.8,1455.6,1638.27,0,1638.09,0,1590.37,0,1590.37,0,1647.27,0,1590.35,0,1590.35,0,1590.35,0,1638.27,0,1638.27,0,1621.41,0,1590.37,0,1629.4,0,1629.4,0,1621.41,0,1638.27,0,1638.09,0,1590.35,0,1590.35,0,1590.35,0,1629.4,0,1629.4,0,1621.41,0,1638.27,0,1647.27,0,1638.27,0,1647.27,0,1621.41,0,1590.35,0,1590.35,0,1638.09,0,1590.37,0,1590.35,0,1629.4,0,1638.09,0,1590.37,0,1590.35,0,1590.35,0,1638.27,0,1647.27,0,1638.27,0,1638.09,0,1647.27,0,1590.35,0,1590.35,0,1590.37,0,1629.4,0,1590.35,0,1647.27,0,1590.37,0,1590.37,0,1749.37,0,1749.37,0,"Ped term dev, hand, vol clos"
L6715,,,D,PO,4631.65,3473.74,3908.64,0,3908.27,0,3794.37,0,3794.37,0,3938.07,0,3794.37,0,3794.37,0,3794.37,0,3908.64,0,3908.64,0,3868.49,0,3794.37,0,3887.6,0,3887.6,0,3868.49,0,3908.64,0,3908.27,0,3794.37,0,3794.37,0,3794.37,0,3887.6,0,3887.6,0,3868.49,0,3908.64,0,3938.07,0,3908.64,0,3938.07,0,3868.49,0,3794.37,0,3794.37,0,3908.27,0,3794.37,0,3794.37,0,3887.6,0,3908.27,0,3794.37,0,3794.37,0,3794.37,0,3908.64,0,3938.07,0,3908.64,0,3908.27,0,3938.07,0,3794.37,0,3794.37,0,3794.37,0,3887.6,0,3794.37,0,3938.07,0,3794.37,0,3794.37,0,4173.83,0,4173.83,0,"Term device, multi art digit"
L6721,,,D,PO,3449.56,2587.17,2911.82,0,2911.54,0,2826.66,0,2826.66,0,2927.87,0,2826.66,0,2826.66,0,2826.66,0,2911.82,0,2911.82,0,2881.9,0,2826.66,0,2896.15,0,2896.15,0,2881.9,0,2911.82,0,2911.54,0,2826.66,0,2826.66,0,2826.66,0,2896.15,0,2896.15,0,2881.9,0,2911.82,0,2927.87,0,2911.82,0,2927.87,0,2881.9,0,2826.66,0,2826.66,0,2911.54,0,2826.66,0,2826.66,0,2896.15,0,2911.54,0,2826.66,0,2826.66,0,2826.66,0,2911.82,0,2927.87,0,2911.82,0,2911.54,0,2927.87,0,2826.66,0,2826.66,0,2826.66,0,2896.15,0,2826.66,0,2927.87,0,2826.66,0,2826.66,0,3109.4,0,3109.4,0,"Hook/hand, hvy dty, vol open"
L6722,,,D,PO,2973.78,2230.34,2510.19,0,2509.94,0,2436.81,0,2436.81,0,2524.07,0,2436.81,0,2436.81,0,2436.81,0,2510.19,0,2510.19,0,2484.42,0,2436.81,0,2496.64,0,2496.64,0,2484.42,0,2510.19,0,2509.94,0,2436.81,0,2436.81,0,2436.81,0,2496.64,0,2496.64,0,2484.42,0,2510.19,0,2524.07,0,2510.19,0,2524.07,0,2484.42,0,2436.81,0,2436.81,0,2509.94,0,2436.81,0,2436.81,0,2496.64,0,2509.94,0,2436.81,0,2436.81,0,2436.81,0,2510.19,0,2524.07,0,2510.19,0,2509.94,0,2524.07,0,2436.81,0,2436.81,0,2436.81,0,2496.64,0,2436.81,0,2524.07,0,2436.81,0,2436.81,0,2680.5,0,2817.57,0,"Hook/hand, hvy dty, vol clos"
L6805,,,D,PO,555.38,416.53,416.53,0,520.97,0,518.39,0,518.39,0,435.97,0,442.69,0,440.68,0,440.68,0,416.53,0,416.53,0,532.91,0,517.8,0,472.26,0,472.26,0,532.91,0,416.53,0,520.97,0,442.69,0,440.68,0,442.69,0,472.26,0,472.26,0,532.91,0,416.53,0,435.97,0,416.53,0,435.97,0,532.91,0,442.69,0,488.94,0,520.97,0,518.39,0,488.94,0,472.26,0,520.97,0,517.8,0,440.68,0,442.69,0,416.53,0,435.97,0,416.53,0,520.97,0,435.97,0,440.68,0,442.69,0,517.8,0,472.26,0,440.68,0,435.97,0,518.8,0,554.72,0,296.48,0,488.93,0,Term dev modifier wrist unit
L6810,,,D,PO,304.48,228.36,236.08,0,304.48,0,266.48,0,266.48,0,269.54,0,228.59,0,240.21,0,240.21,0,236.08,0,236.08,0,249.21,0,245.02,0,251.06,0,251.06,0,249.21,0,236.08,0,304.48,0,228.59,0,240.21,0,228.59,0,251.06,0,251.06,0,249.21,0,236.08,0,269.54,0,236.08,0,269.54,0,249.21,0,228.59,0,228.36,0,304.48,0,266.48,0,228.36,0,251.06,0,304.48,0,245.02,0,240.21,0,228.59,0,236.08,0,269.54,0,236.08,0,304.48,0,269.54,0,240.21,0,228.59,0,245.02,0,251.06,0,240.21,0,269.54,0,265.09,0,283.47,0,237.95,0,228.36,0,Term dev precision pinch dev
L6880,,,D,PO,35051.25,26288.44,29579.67,0,29576.84,0,28715,0,28715,0,29802.29,0,28715,0,28715,0,28715,0,29579.67,0,29579.67,0,29275.7,0,28715,0,29420.21,0,29420.21,0,29275.7,0,29579.67,0,29576.84,0,28715,0,28715,0,28715,0,29420.21,0,29420.21,0,29275.7,0,29579.67,0,29802.29,0,29579.67,0,29802.29,0,29275.7,0,28715,0,28715,0,29576.84,0,28715,0,28715,0,29420.21,0,29576.84,0,28715,0,28715,0,28715,0,29579.67,0,29802.29,0,29579.67,0,29576.84,0,29802.29,0,28715,0,28715,0,28715,0,29420.21,0,28715,0,29802.29,0,28715,0,28715,0,31586.51,0,31586.51,0,Elec hand ind art digits
L6881,,,D,PO,5996.11,4497.09,5061.33,0,5060.9,0,4913.43,0,4913.43,0,5089.25,0,4913.43,0,4913.43,0,4913.43,0,5061.33,0,5061.33,0,5009.34,0,4913.43,0,5034.12,0,5034.12,0,5009.34,0,5061.33,0,5060.9,0,4913.43,0,4913.43,0,4913.43,0,5034.12,0,5034.12,0,5009.34,0,5061.33,0,5089.25,0,5061.33,0,5089.25,0,5009.34,0,4913.43,0,4913.43,0,5060.9,0,4913.43,0,4913.43,0,5034.12,0,5060.9,0,4913.43,0,4913.43,0,4913.43,0,5061.33,0,5089.25,0,5061.33,0,5060.9,0,5089.25,0,4913.43,0,4913.43,0,4913.43,0,5034.12,0,4913.43,0,5089.25,0,4913.43,0,4913.43,0,5404.74,0,5404.74,0,Term dev auto grasp feature
L6882,,,D,PO,4548.36,3411.27,3839.33,0,3838.95,0,3727.07,0,3727.07,0,3860.51,0,3727.07,0,3727.07,0,3727.07,0,3839.33,0,3839.33,0,3799.83,0,3727.07,0,3818.61,0,3818.61,0,3799.83,0,3839.33,0,3838.95,0,3727.07,0,3727.07,0,3727.07,0,3818.61,0,3818.61,0,3799.83,0,3839.33,0,3860.51,0,3839.33,0,3860.51,0,3799.83,0,3727.07,0,3727.07,0,3838.95,0,3727.07,0,3727.07,0,3818.61,0,3838.95,0,3727.07,0,3727.07,0,3727.07,0,3839.33,0,3860.51,0,3839.33,0,3838.95,0,3860.51,0,3727.07,0,3727.07,0,3727.07,0,3818.61,0,3727.07,0,3860.51,0,3727.07,0,3727.07,0,4099.81,0,4099.81,0,Microprocessor control uplmb
L6883,,,D,PO,2590.31,1942.73,1942.73,0,2284.39,0,2104.49,0,2104.49,0,2098.18,0,1942.73,0,1942.73,0,1942.73,0,1942.73,0,1942.73,0,2532.74,0,2508.77,0,2446.07,0,2446.07,0,2532.74,0,1942.73,0,2284.39,0,1942.73,0,1942.73,0,1942.73,0,2446.07,0,2446.07,0,2532.74,0,1942.73,0,2098.18,0,1942.73,0,2098.18,0,2532.74,0,1942.73,0,2590.31,0,2284.39,0,2104.49,0,2590.31,0,2446.07,0,2284.39,0,2508.77,0,1942.73,0,1942.73,0,1942.73,0,2098.18,0,1942.73,0,2284.39,0,2098.18,0,1942.73,0,1942.73,0,2508.77,0,2446.07,0,1942.73,0,2098.18,0,2090.2,0,2229.93,0,1338.29,0,1942.73,0,Replc sockt below e/w disa
L6884,,,D,PO,3644.2,2733.15,2883.44,0,3428.45,0,3644.2,0,3644.2,0,2733.15,0,2756.73,0,2733.15,0,2733.15,0,2883.44,0,2883.44,0,3257.71,0,3428.23,0,3346.77,0,3346.77,0,3257.71,0,2883.44,0,3428.45,0,2756.73,0,2733.15,0,2756.73,0,3346.77,0,3346.77,0,3257.71,0,2883.44,0,2733.15,0,2883.44,0,2733.15,0,3257.71,0,2756.73,0,2848.58,0,3428.45,0,3644.2,0,2848.58,0,3346.77,0,3428.45,0,3428.23,0,2733.15,0,2756.73,0,2883.44,0,2733.15,0,2883.44,0,3428.45,0,2733.15,0,2733.15,0,2756.73,0,3428.23,0,3346.77,0,2733.15,0,2733.15,0,4326.49,0,4669.01,0,1429.03,0,2733.15,0,Replc sockt above elbow disa
L6885,,,D,PO,5199.26,3899.44,4312.59,0,3899.44,0,5199.26,0,5199.26,0,3899.44,0,3899.44,0,3936.67,0,3936.67,0,4312.59,0,4312.59,0,3933.4,0,5199.26,0,5199.26,0,5199.26,0,3933.4,0,4312.59,0,3899.44,0,3899.44,0,3936.67,0,3899.44,0,5199.26,0,5199.26,0,3933.4,0,4312.59,0,3899.44,0,4312.59,0,3899.44,0,3933.4,0,3899.44,0,3899.44,0,3899.44,0,5199.26,0,3899.44,0,5199.26,0,3899.44,0,5199.26,0,3936.67,0,3899.44,0,4312.59,0,3899.44,0,4312.59,0,3899.44,0,3899.44,0,3936.67,0,3899.44,0,5199.26,0,5199.26,0,3936.67,0,3899.44,0,6978.69,0,7462.35,0,1533.73,0,3899.44,0,Replc sockt shldr dis/interc
L6890,,,D,PO,277.64,208.23,208.23,0,225.71,0,277.64,0,277.64,0,222.49,0,230.27,0,208.23,0,208.23,0,208.23,0,208.23,0,277.64,0,227.33,0,245.93,0,245.93,0,277.64,0,208.23,0,225.71,0,230.27,0,208.23,0,230.27,0,245.93,0,245.93,0,277.64,0,208.23,0,222.49,0,208.23,0,222.49,0,277.64,0,230.27,0,277.64,0,225.71,0,277.64,0,277.64,0,245.93,0,225.71,0,227.33,0,208.23,0,230.27,0,208.23,0,222.49,0,208.23,0,225.71,0,222.49,0,208.23,0,230.27,0,227.33,0,245.93,0,208.23,0,222.49,0,276,0,295.1,0,856.6,0,277.64,0,Prefab glove for term device
L6895,,,D,PO,911.47,683.61,766.02,0,683.61,0,683.61,0,683.61,0,698.69,0,911.47,0,757.88,0,757.88,0,766.02,0,766.02,0,782.99,0,759.01,0,822.33,0,822.33,0,782.99,0,766.02,0,683.61,0,911.47,0,757.88,0,911.47,0,822.33,0,822.33,0,782.99,0,766.02,0,698.69,0,766.02,0,698.69,0,782.99,0,911.47,0,683.61,0,683.61,0,683.61,0,683.61,0,822.33,0,683.61,0,759.01,0,757.88,0,911.47,0,766.02,0,698.69,0,766.02,0,683.61,0,698.69,0,757.88,0,911.47,0,759.01,0,822.33,0,757.88,0,698.69,0,651.37,0,696.49,0,327.22,0,683.61,0,Custom glove for term device
L6900,,,D,PO,2465.57,1849.18,2186.02,0,1892.87,0,2455.98,0,2455.98,0,1849.18,0,1849.18,0,1966.93,0,1966.93,0,2186.02,0,2186.02,0,2418.6,0,2377.15,0,2387.98,0,2387.98,0,2418.6,0,2186.02,0,1892.87,0,1849.18,0,1966.93,0,1849.18,0,2387.98,0,2387.98,0,2418.6,0,2186.02,0,1849.18,0,2186.02,0,1849.18,0,2418.6,0,1849.18,0,2173,0,1892.87,0,2455.98,0,2173,0,2387.98,0,1892.87,0,2377.15,0,1966.93,0,1849.18,0,2186.02,0,1849.18,0,2186.02,0,1892.87,0,1849.18,0,1966.93,0,1849.18,0,2377.15,0,2387.98,0,1966.93,0,1849.18,0,2507.26,0,2681.07,0,2172.94,0,2173,0,Hand restorat thumb/1 finger
L6905,,,D,PO,2396.6,1797.45,2173.6,0,1797.45,0,2396.6,0,2396.6,0,1797.45,0,1797.45,0,1930.97,0,1930.97,0,2173.6,0,2173.6,0,1920.69,0,2396.6,0,2363.43,0,2363.43,0,1920.69,0,2173.6,0,1797.45,0,1797.45,0,1930.97,0,1797.45,0,2363.43,0,2363.43,0,1920.69,0,2173.6,0,1797.45,0,2173.6,0,1797.45,0,1920.69,0,1797.45,0,2147.09,0,1797.45,0,2396.6,0,2147.09,0,2363.43,0,1797.45,0,2396.6,0,1930.97,0,1797.45,0,2173.6,0,1797.45,0,2173.6,0,1797.45,0,1797.45,0,1930.97,0,1797.45,0,2396.6,0,2363.43,0,1930.97,0,1797.45,0,2694.24,0,2880.98,0,2147.01,0,2147.08,0,Hand restoration multiple fi
L6910,,,D,PO,2334.78,1751.09,1858.64,0,1771.25,0,2334.78,0,2334.78,0,1751.09,0,1751.09,0,1982.27,0,1982.27,0,1858.64,0,1858.64,0,2334.78,0,1966.99,0,2323.42,0,2323.42,0,2334.78,0,1858.64,0,1771.25,0,1751.09,0,1982.27,0,1751.09,0,2323.42,0,2323.42,0,2334.78,0,1858.64,0,1751.09,0,1858.64,0,1751.09,0,2334.78,0,1751.09,0,2232.44,0,1771.25,0,2334.78,0,2232.44,0,2323.42,0,1771.25,0,1966.99,0,1982.27,0,1751.09,0,1858.64,0,1751.09,0,1858.64,0,1771.25,0,1751.09,0,1982.27,0,1751.09,0,1966.99,0,2323.42,0,1982.27,0,1751.09,0,2403.73,0,2570.38,0,3997.14,0,2232.44,0,Hand restoration no fingers
L6915,,,D,PO,1021.87,766.41,937.1,0,766.41,0,988.45,0,988.45,0,766.41,0,822.79,0,766.41,0,766.41,0,937.1,0,937.1,0,1013.84,0,888.95,0,998.28,0,998.28,0,1013.84,0,937.1,0,766.41,0,822.79,0,766.41,0,822.79,0,998.28,0,998.28,0,1013.84,0,937.1,0,766.41,0,937.1,0,766.41,0,1013.84,0,822.79,0,766.41,0,766.41,0,988.45,0,766.41,0,998.28,0,766.41,0,888.95,0,766.41,0,822.79,0,937.1,0,766.41,0,937.1,0,766.41,0,766.41,0,766.41,0,822.79,0,888.95,0,998.28,0,766.41,0,766.41,0,1021.98,0,1092.76,0,1046.93,0,766.41,0,Hand restoration replacmnt g
L6920,,,D,PO,10893.72,8170.29,8170.29,0,8971.39,0,9127.55,0,9127.55,0,9931.59,0,9337.3,0,9436.79,0,9436.79,0,8170.29,0,8170.29,0,9192.07,0,9526.3,0,10315.01,0,10315.01,0,9192.07,0,8170.29,0,8971.39,0,9337.3,0,9436.79,0,9337.3,0,10315.01,0,10315.01,0,9192.07,0,8170.29,0,9931.59,0,8170.29,0,9931.59,0,9192.07,0,9337.3,0,8170.29,0,8971.39,0,9127.55,0,8170.29,0,10315.01,0,8971.39,0,9526.3,0,9436.79,0,9337.3,0,8170.29,0,9931.59,0,8170.29,0,8971.39,0,9931.59,0,9436.79,0,9337.3,0,9526.3,0,10315.01,0,9436.79,0,9931.59,0,9230.82,0,9870.54,0,10469.46,0,8170.29,0,Wrist disarticul switch ctrl
L6925,,,D,PO,12576.65,9432.49,10998.63,0,9473.02,0,10417.12,0,10417.12,0,10711.6,0,10855.7,0,10345.45,0,10345.45,0,10998.63,0,10998.63,0,10112.67,0,10418.35,0,11019.87,0,11019.87,0,10112.67,0,10998.63,0,9473.02,0,10855.7,0,10345.45,0,10855.7,0,11019.87,0,11019.87,0,10112.67,0,10998.63,0,10711.6,0,10998.63,0,10711.6,0,10112.67,0,10855.7,0,9432.49,0,9473.02,0,10417.12,0,9432.49,0,11019.87,0,9473.02,0,10418.35,0,10345.45,0,10855.7,0,10998.63,0,10711.6,0,10998.63,0,9473.02,0,10711.6,0,10345.45,0,10855.7,0,10418.35,0,11019.87,0,10345.45,0,10711.6,0,10521,0,11250.19,0,8819.66,0,9432.49,0,Wrist disart myoelectronic c
L6930,,,D,PO,10961.27,8220.96,8220.96,0,9631.82,0,8495.44,0,8495.44,0,10435.11,0,9103.8,0,8927.42,0,8927.42,0,8220.96,0,8220.96,0,9119.06,0,10335.88,0,9934.8,0,9934.8,0,9119.06,0,8220.96,0,9631.82,0,9103.8,0,8927.42,0,9103.8,0,9934.8,0,9934.8,0,9119.06,0,8220.96,0,10435.11,0,8220.96,0,10435.11,0,9119.06,0,9103.8,0,8220.96,0,9631.82,0,8495.44,0,8220.96,0,9934.8,0,9631.82,0,10335.88,0,8927.42,0,9103.8,0,8220.96,0,10435.11,0,8220.96,0,9631.82,0,10435.11,0,8927.42,0,9103.8,0,10335.88,0,9934.8,0,8927.42,0,10435.11,0,8542.82,0,9134.88,0,6795.44,0,8220.96,0,Below elbow switch control
L6935,,,D,PO,12812.09,9609.07,11169.31,0,10594.92,0,9866.92,0,9866.92,0,11203.37,0,10598.81,0,10564.05,0,10564.05,0,11169.31,0,11169.31,0,10311.37,0,10923.61,0,10968.08,0,10968.08,0,10311.37,0,11169.31,0,10594.92,0,10598.81,0,10564.05,0,10598.81,0,10968.08,0,10968.08,0,10311.37,0,11169.31,0,11203.37,0,11169.31,0,11203.37,0,10311.37,0,10598.81,0,9609.07,0,10594.92,0,9866.92,0,9609.07,0,10968.08,0,10594.92,0,10923.61,0,10564.05,0,10598.81,0,11169.31,0,11203.37,0,11169.31,0,10594.92,0,11203.37,0,10564.05,0,10598.81,0,10923.61,0,10968.08,0,10564.05,0,11203.37,0,9893.33,0,10579.01,0,8604.01,0,9609.07,0,Below elbow myoelectronic ct
L6940,,,D,PO,14321.62,10741.21,10741.21,0,12037.72,0,10752.69,0,10752.69,0,14321.62,0,11619.74,0,11638.52,0,11638.52,0,10741.21,0,10741.21,0,10767.09,0,12375.03,0,12829.08,0,12829.08,0,10767.09,0,10741.21,0,12037.72,0,11619.74,0,11638.52,0,11619.74,0,12829.08,0,12829.08,0,10767.09,0,10741.21,0,14321.62,0,10741.21,0,14321.62,0,10767.09,0,11619.74,0,11387.29,0,12037.72,0,10752.69,0,11387.29,0,12829.08,0,12037.72,0,12375.03,0,11638.52,0,11619.74,0,10741.21,0,14321.62,0,10741.21,0,12037.72,0,14321.62,0,11638.52,0,11619.74,0,12375.03,0,12829.08,0,11638.52,0,14321.62,0,10849.87,0,11601.82,0,13515.12,0,11387.29,0,Elbow disarticulation switch
L6945,,,D,PO,16661.53,12496.15,13124.47,0,13617.48,0,12496.15,0,12496.15,0,16661.53,0,13225.96,0,13017.45,0,13017.45,0,13124.47,0,13124.47,0,12496.15,0,13711.44,0,14312.5,0,14312.5,0,12496.15,0,13124.47,0,13617.48,0,13225.96,0,13017.45,0,13225.96,0,14312.5,0,14312.5,0,12496.15,0,13124.47,0,16661.53,0,13124.47,0,16661.53,0,12496.15,0,13225.96,0,12767.03,0,13617.48,0,12496.15,0,12767.03,0,14312.5,0,13617.48,0,13711.44,0,13017.45,0,13225.96,0,13124.47,0,16661.53,0,13124.47,0,13617.48,0,16661.53,0,13017.45,0,13225.96,0,13711.44,0,14312.5,0,13017.45,0,16661.53,0,12487.36,0,13352.85,0,17607.82,0,12767.03,0,Elbow disart myoelectronic c
L6950,,,D,PO,16278.53,12208.9,12208.9,0,12798.41,0,12208.9,0,12208.9,0,16278.53,0,12217.02,0,12334.35,0,12334.35,0,12208.9,0,12208.9,0,12208.9,0,12925.32,0,12805.28,0,12805.28,0,12208.9,0,12208.9,0,12798.41,0,12217.02,0,12334.35,0,12217.02,0,12805.28,0,12805.28,0,12208.9,0,12208.9,0,16278.53,0,12208.9,0,16278.53,0,12208.9,0,12217.02,0,12208.9,0,12798.41,0,12208.9,0,12208.9,0,12805.28,0,12798.41,0,12925.32,0,12334.35,0,12217.02,0,12208.9,0,16278.53,0,12208.9,0,12798.41,0,16278.53,0,12334.35,0,12217.02,0,12925.32,0,12805.28,0,12334.35,0,16278.53,0,12096.21,0,12934.56,0,17607.82,0,12208.9,0,Above elbow switch control
L6955,,,D,PO,19495.76,14621.82,14621.82,0,16060.21,0,14621.82,0,14621.82,0,19495.76,0,14790.91,0,15000.96,0,15000.96,0,14621.82,0,14621.82,0,14621.82,0,14621.82,0,14850.1,0,14850.1,0,14621.82,0,14621.82,0,16060.21,0,14790.91,0,15000.96,0,14790.91,0,14850.1,0,14850.1,0,14621.82,0,14621.82,0,19495.76,0,14621.82,0,19495.76,0,14621.82,0,14790.91,0,14621.82,0,16060.21,0,14621.82,0,14621.82,0,14850.1,0,16060.21,0,14621.82,0,15000.96,0,14790.91,0,14621.82,0,19495.76,0,14621.82,0,16060.21,0,19495.76,0,15000.96,0,14790.91,0,14621.82,0,14850.1,0,15000.96,0,19495.76,0,14454.65,0,15456.46,0,18180.91,0,14621.82,0,Above elbow myoelectronic ct
L6960,,,D,PO,19662.94,14747.21,16562.87,0,15836.16,0,15644.23,0,15644.23,0,19662.94,0,16303.56,0,15925.79,0,15925.79,0,16562.87,0,16562.87,0,15179.69,0,15924.82,0,15621.74,0,15621.74,0,15179.69,0,16562.87,0,15836.16,0,16303.56,0,15925.79,0,16303.56,0,15621.74,0,15621.74,0,15179.69,0,16562.87,0,19662.94,0,16562.87,0,19662.94,0,15179.69,0,16303.56,0,14747.21,0,15836.16,0,15644.23,0,14747.21,0,15621.74,0,15836.16,0,15924.82,0,15925.79,0,16303.56,0,16562.87,0,19662.94,0,16562.87,0,15836.16,0,19662.94,0,15925.79,0,16303.56,0,15924.82,0,15621.74,0,15925.79,0,19662.94,0,15765.12,0,16857.77,0,18180.91,0,14747.21,0,Shldr disartic switch contro
L6965,,,D,PO,23134.38,17350.79,17664.91,0,23134.38,0,18164.17,0,18164.17,0,21303.71,0,19129.05,0,18242.96,0,18242.96,0,17664.91,0,17664.91,0,17584.88,0,17983.62,0,18506.37,0,18506.37,0,17584.88,0,17664.91,0,23134.38,0,19129.05,0,18242.96,0,19129.05,0,18506.37,0,18506.37,0,17584.88,0,17664.91,0,21303.71,0,17664.91,0,21303.71,0,17584.88,0,19129.05,0,17350.79,0,23134.38,0,18164.17,0,17350.79,0,18506.37,0,23134.38,0,17983.62,0,18242.96,0,19129.05,0,17664.91,0,21303.71,0,17664.91,0,23134.38,0,21303.71,0,18242.96,0,19129.05,0,17983.62,0,18506.37,0,18242.96,0,21303.71,0,18312.64,0,19581.8,0,18180.91,0,17350.79,0,Shldr disartic myoelectronic
L6970,,,D,PO,23807.4,17855.55,18407.12,0,23514.53,0,19237.24,0,19237.24,0,21566.72,0,20475.81,0,19607.53,0,19607.53,0,18407.12,0,18407.12,0,18482.47,0,17855.55,0,19809.02,0,19809.02,0,18482.47,0,18407.12,0,23514.53,0,20475.81,0,19607.53,0,20475.81,0,19809.02,0,19809.02,0,18482.47,0,18407.12,0,21566.72,0,18407.12,0,21566.72,0,18482.47,0,20475.81,0,17855.55,0,23514.53,0,19237.24,0,17855.55,0,19809.02,0,23514.53,0,17855.55,0,19607.53,0,20475.81,0,18407.12,0,21566.72,0,18407.12,0,23514.53,0,21566.72,0,19607.53,0,20475.81,0,17855.55,0,19809.02,0,19607.53,0,21566.72,0,19418.28,0,20764.08,0,18180.91,0,17855.55,0,Interscapular-thor switch ct
L6975,,,D,PO,26085.35,19564.01,20131.45,0,23640.73,0,22747.26,0,22747.26,0,23106.59,0,23078.64,0,21646.96,0,21646.96,0,20131.45,0,20131.45,0,20838.07,0,19564.01,0,21834.21,0,21834.21,0,20838.07,0,20131.45,0,23640.73,0,23078.64,0,21646.96,0,23078.64,0,21834.21,0,21834.21,0,20838.07,0,20131.45,0,23106.59,0,20131.45,0,23106.59,0,20838.07,0,23078.64,0,19564.01,0,23640.73,0,22747.26,0,19564.01,0,21834.21,0,23640.73,0,19564.01,0,21646.96,0,23078.64,0,20131.45,0,23106.59,0,20131.45,0,23640.73,0,23106.59,0,21646.96,0,23078.64,0,19564.01,0,21834.21,0,21646.96,0,23106.59,0,22805.81,0,24386.4,0,18180.91,0,19564.01,0,Interscap-thor myoelectronic
L7007,,,D,PO,5616.95,4212.72,4212.72,0,5616.95,0,4212.72,0,4212.72,0,4212.72,0,4438.33,0,4440.38,0,4440.38,0,4212.72,0,4212.72,0,4212.72,0,4271.19,0,4497.55,0,4497.55,0,4212.72,0,4212.72,0,5616.95,0,4438.33,0,4440.38,0,4438.33,0,4497.55,0,4497.55,0,4212.72,0,4212.72,0,4212.72,0,4212.72,0,4212.72,0,4212.72,0,4438.33,0,4798.64,0,5616.95,0,4212.72,0,4798.64,0,4497.55,0,5616.95,0,4271.19,0,4440.38,0,4438.33,0,4212.72,0,4212.72,0,4212.72,0,5616.95,0,4212.72,0,4440.38,0,4438.33,0,4271.19,0,4497.55,0,4440.38,0,4212.72,0,4016.52,0,4294.87,0,5036.61,0,4798.64,0,Adult electric hand
L7008,,,D,PO,8840.49,6630.37,6630.37,0,8840.49,0,7082.01,0,7082.01,0,7089.27,0,7499.4,0,7501.44,0,7501.44,0,6630.37,0,6630.37,0,6760.66,0,7397.58,0,6974.35,0,6974.35,0,6760.66,0,6630.37,0,8840.49,0,7499.4,0,7501.44,0,7499.4,0,6974.35,0,6974.35,0,6760.66,0,6630.37,0,7089.27,0,6630.37,0,7089.27,0,6760.66,0,7499.4,0,7523.4,0,8840.49,0,7082.01,0,7523.4,0,6974.35,0,8840.49,0,7397.58,0,7501.44,0,7499.4,0,6630.37,0,7089.27,0,6630.37,0,8840.49,0,7089.27,0,7501.44,0,7499.4,0,7397.58,0,6974.35,0,7501.44,0,7089.27,0,7232.98,0,7734.32,0,7523.34,0,7523.4,0,Pediatric electric hand
L7009,,,D,PO,5731.07,4298.3,4298.3,0,5731.07,0,4298.3,0,4298.3,0,4411.15,0,4652.78,0,4540.82,0,4540.82,0,4298.3,0,4298.3,0,4298.3,0,4619.3,0,4601.53,0,4601.53,0,4298.3,0,4298.3,0,5731.07,0,4652.78,0,4540.82,0,4652.78,0,4601.53,0,4601.53,0,4298.3,0,4298.3,0,4411.15,0,4298.3,0,4411.15,0,4298.3,0,4652.78,0,4553.48,0,5731.07,0,4298.3,0,4553.48,0,4601.53,0,5731.07,0,4619.3,0,4540.82,0,4652.78,0,4298.3,0,4411.15,0,4298.3,0,5731.07,0,4411.15,0,4540.82,0,4652.78,0,4619.3,0,4601.53,0,4540.82,0,4411.15,0,4048.8,0,4329.4,0,4659.7,0,4553.48,0,Adult electric hook
