HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
L4040,,,D,PO,613.16,459.87,459.87,0,483.56,0,613.16,0,613.16,0,480.05,0,503.49,0,464.15,0,464.15,0,459.87,0,459.87,0,484.77,0,613.16,0,500.28,0,500.28,0,484.77,0,459.87,0,483.56,0,503.49,0,464.15,0,503.49,0,500.28,0,500.28,0,484.77,0,459.87,0,480.05,0,459.87,0,480.05,0,484.77,0,503.49,0,543.73,0,483.56,0,613.16,0,543.73,0,500.28,0,483.56,0,613.16,0,464.15,0,503.49,0,459.87,0,480.05,0,459.87,0,483.56,0,480.05,0,464.15,0,503.49,0,613.16,0,500.28,0,464.15,0,480.05,0,766.84,0,819.95,0,1343.64,0,543.73,0,Replace molded thigh lacer
L4045,,,D,PO,492.74,369.55,369.55,0,369.55,0,492.74,0,492.74,0,444.83,0,492.74,0,369.55,0,369.55,0,369.55,0,369.55,0,397.91,0,372.8,0,369.55,0,369.55,0,397.91,0,369.55,0,369.55,0,492.74,0,369.55,0,492.74,0,369.55,0,369.55,0,397.91,0,369.55,0,444.83,0,369.55,0,444.83,0,397.91,0,492.74,0,369.55,0,369.55,0,492.74,0,369.55,0,369.55,0,369.55,0,372.8,0,369.55,0,492.74,0,369.55,0,444.83,0,369.55,0,369.55,0,444.83,0,369.55,0,492.74,0,372.8,0,369.55,0,369.55,0,444.83,0,676.69,0,723.59,0,419.89,0,369.55,0,Replace non-molded thigh lac
L4050,,,D,PO,620.13,465.1,465.1,0,465.1,0,620.13,0,620.13,0,465.1,0,566.48,0,465.1,0,465.1,0,465.1,0,465.1,0,524.97,0,560.37,0,495.46,0,495.46,0,524.97,0,465.1,0,465.1,0,566.48,0,465.1,0,566.48,0,495.46,0,495.46,0,524.97,0,465.1,0,465.1,0,465.1,0,465.1,0,524.97,0,566.48,0,620.13,0,465.1,0,620.13,0,620.13,0,495.46,0,465.1,0,560.37,0,465.1,0,566.48,0,465.1,0,465.1,0,465.1,0,465.1,0,465.1,0,465.1,0,566.48,0,560.37,0,495.46,0,465.1,0,465.1,0,990,0,1058.62,0,1119.74,0,620.13,0,Replace molded calf lacer
L4055,,,D,PO,401.56,301.17,301.17,0,306.8,0,401.56,0,401.56,0,301.17,0,401.56,0,301.17,0,301.17,0,301.17,0,301.17,0,322.02,0,305.53,0,301.17,0,301.17,0,322.02,0,301.17,0,306.8,0,401.56,0,301.17,0,401.56,0,301.17,0,301.17,0,322.02,0,301.17,0,301.17,0,301.17,0,301.17,0,322.02,0,401.56,0,301.17,0,306.8,0,401.56,0,301.17,0,301.17,0,306.8,0,305.53,0,301.17,0,401.56,0,301.17,0,301.17,0,301.17,0,306.8,0,301.17,0,301.17,0,401.56,0,305.53,0,301.17,0,301.17,0,301.17,0,629.21,0,672.76,0,513.25,0,301.17,0,Replace non-molded calf lace
L4060,,,D,PO,477.38,358.03,358.03,0,358.03,0,477.38,0,477.38,0,477.38,0,374.98,0,358.03,0,358.03,0,358.03,0,358.03,0,368.71,0,455.22,0,391.49,0,391.49,0,368.71,0,358.03,0,358.03,0,374.98,0,358.03,0,374.98,0,391.49,0,391.49,0,368.71,0,358.03,0,477.38,0,358.03,0,477.38,0,368.71,0,374.98,0,358.03,0,358.03,0,477.38,0,358.03,0,391.49,0,358.03,0,455.22,0,358.03,0,374.98,0,358.03,0,477.38,0,358.03,0,358.03,0,477.38,0,358.03,0,374.98,0,455.22,0,391.49,0,358.03,0,477.38,0,632.47,0,676.33,0,298.61,0,358.03,0,Replace high roll cuff
L4070,,,D,PO,422.73,317.05,341.57,0,399.1,0,422.73,0,422.73,0,317.05,0,354.94,0,317.05,0,317.05,0,341.57,0,341.57,0,360.54,0,375.29,0,317.05,0,317.05,0,360.54,0,341.57,0,399.1,0,354.94,0,317.05,0,354.94,0,317.05,0,317.05,0,360.54,0,341.57,0,317.05,0,341.57,0,317.05,0,360.54,0,354.94,0,317.05,0,399.1,0,422.73,0,317.05,0,317.05,0,399.1,0,375.29,0,317.05,0,354.94,0,341.57,0,317.05,0,341.57,0,399.1,0,317.05,0,317.05,0,354.94,0,375.29,0,317.05,0,317.05,0,317.05,0,870.28,0,930.59,0,298.61,0,317.05,0,Replace prox & dist upright
L4080,,,D,PO,151.94,113.95,120.42,0,113.95,0,130.2,0,130.2,0,113.95,0,151.94,0,130.06,0,130.06,0,120.42,0,120.42,0,138.05,0,134.94,0,119.7,0,119.7,0,138.05,0,120.42,0,113.95,0,151.94,0,130.06,0,151.94,0,119.7,0,119.7,0,138.05,0,120.42,0,113.95,0,120.42,0,113.95,0,138.05,0,151.94,0,116.46,0,113.95,0,130.2,0,116.46,0,119.7,0,113.95,0,134.94,0,130.06,0,151.94,0,120.42,0,113.95,0,120.42,0,113.95,0,113.95,0,130.06,0,151.94,0,134.94,0,119.7,0,130.06,0,113.95,0,126.38,0,135.07,0,139.96,0,116.46,0,Repl met band kafo-afo prox
L4090,,,D,PO,135.65,101.74,106.59,0,128.71,0,124.01,0,124.01,0,101.74,0,118.36,0,102.62,0,102.62,0,106.59,0,106.59,0,130.46,0,135.54,0,101.84,0,101.84,0,130.46,0,106.59,0,128.71,0,118.36,0,102.62,0,118.36,0,101.84,0,101.84,0,130.46,0,106.59,0,101.74,0,106.59,0,101.74,0,130.46,0,118.36,0,121.08,0,128.71,0,124.01,0,121.08,0,101.84,0,128.71,0,135.54,0,102.62,0,118.36,0,106.59,0,101.74,0,106.59,0,128.71,0,101.74,0,102.62,0,118.36,0,135.54,0,101.84,0,102.62,0,101.74,0,120.12,0,128.44,0,139.96,0,121.08,0,Repl met band kafo-afo calf/
L4100,,,D,PO,156.68,117.51,120.23,0,132.17,0,156.68,0,156.68,0,117.51,0,132.99,0,134.75,0,134.75,0,120.23,0,120.23,0,123.93,0,156.68,0,122.36,0,122.36,0,123.93,0,120.23,0,132.17,0,132.99,0,134.75,0,132.99,0,122.36,0,122.36,0,123.93,0,120.23,0,117.51,0,120.23,0,117.51,0,123.93,0,132.99,0,145.97,0,132.17,0,156.68,0,145.97,0,122.36,0,132.17,0,156.68,0,134.75,0,132.99,0,120.23,0,117.51,0,120.23,0,132.17,0,117.51,0,134.75,0,132.99,0,156.68,0,122.36,0,134.75,0,117.51,0,156.22,0,167.01,0,167.97,0,145.97,0,Repl leath cuff kafo prox th
L4110,,,D,PO,127.38,95.54,95.54,0,105.72,0,127.38,0,127.38,0,96.8,0,114.31,0,101.5,0,101.5,0,95.54,0,95.54,0,101.49,0,127.38,0,95.54,0,95.54,0,101.49,0,95.54,0,105.72,0,114.31,0,101.5,0,114.31,0,95.54,0,95.54,0,101.49,0,95.54,0,96.8,0,95.54,0,96.8,0,101.49,0,114.31,0,125.94,0,105.72,0,127.38,0,125.94,0,95.54,0,105.72,0,127.38,0,101.5,0,114.31,0,95.54,0,96.8,0,95.54,0,105.72,0,96.8,0,101.5,0,114.31,0,127.38,0,95.54,0,101.5,0,96.8,0,154.21,0,164.93,0,167.97,0,125.94,0,Repl leath cuff kafo-afo cal
L4130,,,D,PO,745.25,558.94,657.53,0,651.44,0,745.25,0,745.25,0,642.36,0,558.94,0,569.22,0,569.22,0,657.53,0,657.53,0,616.18,0,745.25,0,577.5,0,577.5,0,616.18,0,657.53,0,651.44,0,558.94,0,569.22,0,558.94,0,577.5,0,577.5,0,616.18,0,657.53,0,642.36,0,657.53,0,642.36,0,616.18,0,558.94,0,558.94,0,651.44,0,745.25,0,558.94,0,577.5,0,651.44,0,745.25,0,569.22,0,558.94,0,657.53,0,642.36,0,657.53,0,651.44,0,642.36,0,569.22,0,558.94,0,745.25,0,577.5,0,569.22,0,642.36,0,748.07,0,799.92,0,513.25,0,558.94,0,Replace pretibial shell
L4205,,,D,LT,0,0,29.16,0,29.16,0,29.13,0,47.87,0,29.16,0,29.83,0,29.13,0,29.13,0,29.16,0,29.16,0,29.13,0,29.13,0,29.13,0,29.13,0,29.13,0,37.35,0,29.16,0,29.13,0,29.13,0,29.13,0,29.13,0,29.13,0,29.13,0,29.16,0,29.13,0,29.16,0,41.93,0,29.13,0,29.13,0,29.13,0,29.16,0,29.13,0,29.16,0,29.13,0,29.16,0,29.13,0,30.02,0,30.05,0,29.16,0,29.13,0,29.16,0,29.16,0,29.13,0,29.13,0,29.13,0,42.75,0,29.13,0,29.13,0,38.89,0,42.02,0,42.02,0,29.16,0,29.16,0,Ortho dvc repair per 15 min
L4350,,,D,PO,134.27,100.7,118.46,0,103.57,0,134.27,0,134.27,0,100.7,0,116.99,0,112.76,0,112.76,0,118.46,0,118.46,0,100.7,0,110.89,0,116.57,0,116.57,0,100.7,0,118.46,0,103.57,0,116.99,0,112.76,0,116.99,0,116.57,0,116.57,0,100.7,0,118.46,0,100.7,0,118.46,0,100.7,0,100.7,0,116.99,0,100.7,0,103.57,0,134.27,0,100.7,0,116.57,0,103.57,0,110.89,0,112.76,0,116.99,0,118.46,0,100.7,0,118.46,0,103.57,0,100.7,0,112.76,0,116.99,0,110.89,0,116.57,0,112.76,0,100.7,0,190.12,0,203.34,0,77.83,0,100.7,0,Ankle control ortho pre ots
L4360,,,D,PO,415.92,311.94,331.43,0,311.94,0,363.95,0,363.95,0,336.62,0,415.92,0,346.66,0,346.66,0,331.43,0,331.43,0,311.94,0,415.92,0,311.94,0,311.94,0,311.94,0,331.43,0,311.94,0,415.92,0,346.66,0,415.92,0,311.94,0,311.94,0,311.94,0,331.43,0,336.62,0,331.43,0,336.62,0,311.94,0,415.92,0,323.62,0,311.94,0,363.95,0,323.62,0,311.94,0,311.94,0,415.92,0,346.66,0,415.92,0,331.43,0,336.62,0,331.43,0,311.94,0,336.62,0,346.66,0,415.92,0,415.92,0,311.94,0,346.66,0,336.62,0,367.56,0,393.05,0,360.21,0,323.62,0,Pneumat walking boot pre cst
L4361,,,D,PO,415.92,311.94,331.43,0,311.94,0,363.95,0,363.95,0,336.62,0,415.92,0,346.66,0,346.66,0,331.43,0,331.43,0,311.94,0,415.92,0,311.94,0,311.94,0,311.94,0,331.43,0,311.94,0,415.92,0,346.66,0,415.92,0,311.94,0,311.94,0,311.94,0,331.43,0,336.62,0,331.43,0,336.62,0,311.94,0,415.92,0,323.62,0,311.94,0,363.95,0,323.62,0,311.94,0,311.94,0,415.92,0,346.66,0,415.92,0,331.43,0,336.62,0,331.43,0,311.94,0,336.62,0,346.66,0,415.92,0,415.92,0,311.94,0,346.66,0,336.62,0,367.56,0,393.05,0,360.21,0,323.62,0,Pneuma/vac walk boot pre ots
L4370,,,D,PO,283.58,212.68,212.68,0,212.68,0,212.68,0,212.68,0,233.28,0,283.58,0,229.24,0,229.24,0,212.68,0,212.68,0,212.68,0,283.58,0,283.58,0,283.58,0,212.68,0,212.68,0,212.68,0,283.58,0,229.24,0,283.58,0,283.58,0,283.58,0,212.68,0,212.68,0,233.28,0,212.68,0,233.28,0,212.68,0,283.58,0,212.68,0,212.68,0,212.68,0,212.68,0,283.58,0,212.68,0,283.58,0,229.24,0,283.58,0,212.68,0,233.28,0,212.68,0,212.68,0,233.28,0,229.24,0,283.58,0,283.58,0,283.58,0,229.24,0,233.28,0,199.79,0,213.66,0,209.03,0,212.68,0,Pneum full leg splnt pre ots
L4386,,,D,PO,227.52,170.64,192.05,0,192.04,0,186.43,0,186.43,0,193.12,0,186.43,0,186.43,0,186.43,0,192.05,0,192.05,0,190.11,0,186.43,0,191.04,0,191.04,0,190.11,0,192.05,0,192.04,0,186.43,0,186.43,0,186.43,0,191.04,0,191.04,0,190.11,0,192.05,0,193.12,0,192.05,0,193.12,0,190.11,0,186.43,0,186.43,0,192.04,0,186.43,0,186.43,0,191.04,0,192.04,0,186.43,0,186.43,0,186.43,0,192.05,0,193.12,0,192.05,0,192.04,0,193.12,0,186.43,0,186.43,0,186.43,0,191.04,0,186.43,0,193.12,0,186.43,0,186.43,0,205.14,0,205.14,0,Non-pneum walk boot pre cst
L4387,,,D,PO,227.52,170.64,192.05,0,192.04,0,186.43,0,186.43,0,193.12,0,186.43,0,186.43,0,186.43,0,192.05,0,192.05,0,190.11,0,186.43,0,191.04,0,191.04,0,190.11,0,192.05,0,192.04,0,186.43,0,186.43,0,186.43,0,191.04,0,191.04,0,190.11,0,192.05,0,193.12,0,192.05,0,193.12,0,190.11,0,186.43,0,186.43,0,192.04,0,186.43,0,186.43,0,191.04,0,192.04,0,186.43,0,186.43,0,186.43,0,192.05,0,193.12,0,192.05,0,192.04,0,193.12,0,186.43,0,186.43,0,186.43,0,191.04,0,186.43,0,193.12,0,186.43,0,186.43,0,205.14,0,205.14,0,Non-pneum walk boot pre ots
L4392,,,D,PO,33.72,25.29,28.53,0,28.53,0,27.21,0,27.21,0,28.17,0,28.9,0,27.67,0,27.67,0,28.53,0,28.53,0,27.21,0,27.21,0,28.34,0,28.34,0,27.21,0,28.53,0,28.53,0,28.9,0,27.67,0,28.9,0,28.34,0,28.34,0,27.21,0,28.53,0,28.17,0,28.53,0,28.17,0,27.21,0,28.9,0,27.67,0,28.53,0,27.21,0,27.67,0,28.34,0,28.53,0,27.21,0,27.67,0,28.9,0,28.53,0,28.17,0,28.53,0,28.53,0,28.17,0,27.67,0,28.9,0,27.21,0,28.34,0,27.67,0,28.17,0,27.21,0,27.21,0,33.21,0,27.67,0,Replace afo soft interface
L4394,,,D,PO,24.59,18.44,20.82,0,20.82,0,19.82,0,19.82,0,20.53,0,21.1,0,20.18,0,20.18,0,20.82,0,20.82,0,19.82,0,19.82,0,20.68,0,20.68,0,19.82,0,20.82,0,20.82,0,21.1,0,20.18,0,21.1,0,20.68,0,20.68,0,19.82,0,20.82,0,20.53,0,20.82,0,20.53,0,19.82,0,21.1,0,20.18,0,20.82,0,19.82,0,20.18,0,20.68,0,20.82,0,19.82,0,20.18,0,21.1,0,20.82,0,20.53,0,20.82,0,20.82,0,20.53,0,20.18,0,21.1,0,19.82,0,20.68,0,20.18,0,20.53,0,19.82,0,19.82,0,24.25,0,20.18,0,Replace foot drop spint
L4396,,,D,PO,240.4,180.3,203.34,0,203.33,0,194.02,0,194.02,0,200.73,0,206.16,0,197.31,0,197.31,0,203.34,0,203.34,0,194.02,0,194.02,0,202.19,0,202.19,0,194.02,0,203.34,0,203.33,0,206.16,0,197.31,0,206.16,0,202.19,0,202.19,0,194.02,0,203.34,0,200.73,0,203.34,0,200.73,0,194.02,0,206.16,0,197.31,0,203.33,0,194.02,0,197.31,0,202.19,0,203.33,0,194.02,0,197.31,0,206.16,0,203.34,0,200.73,0,203.34,0,203.33,0,200.73,0,197.31,0,206.16,0,194.02,0,202.19,0,197.31,0,200.73,0,194.02,0,194.02,0,236.82,0,197.31,0,Static or dynami afo pre cst
L4397,,,D,PO,240.4,180.3,203.34,0,203.33,0,194.02,0,194.02,0,200.73,0,206.16,0,197.31,0,197.31,0,203.34,0,203.34,0,194.02,0,194.02,0,202.19,0,202.19,0,194.02,0,203.34,0,203.33,0,206.16,0,197.31,0,206.16,0,202.19,0,202.19,0,194.02,0,203.34,0,200.73,0,203.34,0,200.73,0,194.02,0,206.16,0,197.31,0,203.33,0,194.02,0,197.31,0,202.19,0,203.33,0,194.02,0,197.31,0,206.16,0,203.34,0,200.73,0,203.34,0,203.33,0,200.73,0,197.31,0,206.16,0,194.02,0,202.19,0,197.31,0,200.73,0,194.02,0,194.02,0,236.82,0,197.31,0,Static or dynami afo pre ots
L4398,,,D,PO,110.68,83.01,93.58,0,93.58,0,89.34,0,89.34,0,92.45,0,94.91,0,90.85,0,90.85,0,93.58,0,93.58,0,89.34,0,89.34,0,93.06,0,93.06,0,89.34,0,93.58,0,93.58,0,94.91,0,90.85,0,94.91,0,93.06,0,93.06,0,89.34,0,93.58,0,92.45,0,93.58,0,92.45,0,89.34,0,94.91,0,90.85,0,93.58,0,89.34,0,90.85,0,93.06,0,93.58,0,89.34,0,90.85,0,94.91,0,93.58,0,92.45,0,93.58,0,93.58,0,92.45,0,90.85,0,94.91,0,89.34,0,93.06,0,90.85,0,92.45,0,89.34,0,89.34,0,108.99,0,90.85,0,Foot drop splint pre ots
L4631,,,D,PO,2213.3,1659.98,1807.78,0,1791.67,0,2213.3,0,2213.3,0,1676.52,0,1928.99,0,1875.14,0,1875.14,0,1807.78,0,1807.78,0,1725.49,0,1798.97,0,1776.15,0,1776.15,0,1725.49,0,1807.78,0,1791.67,0,1928.99,0,1875.14,0,1928.99,0,1776.15,0,1776.15,0,1725.49,0,1807.78,0,1676.52,0,1807.78,0,1676.52,0,1725.49,0,1928.99,0,2118.12,0,1791.67,0,2213.3,0,2118.12,0,1776.15,0,1791.67,0,1798.97,0,1875.14,0,1928.99,0,1807.78,0,1676.52,0,1807.78,0,1791.67,0,1676.52,0,1875.14,0,1928.99,0,1798.97,0,1776.15,0,1875.14,0,1676.52,0,2365.41,0,2492.64,0,2968.6,0,2138.56,0,"Afo, walk boot type, cus fab"
L5000,,,D,PO,808.58,606.43,635.2,0,808.58,0,721.31,0,721.31,0,606.43,0,606.43,0,668.95,0,668.95,0,635.2,0,635.2,0,633.51,0,606.43,0,691.87,0,691.87,0,633.51,0,635.2,0,808.58,0,606.43,0,668.95,0,606.43,0,691.87,0,691.87,0,633.51,0,635.2,0,606.43,0,635.2,0,606.43,0,633.51,0,606.43,0,606.43,0,808.58,0,721.31,0,606.43,0,691.87,0,808.58,0,606.43,0,668.95,0,606.43,0,635.2,0,606.43,0,635.2,0,808.58,0,606.43,0,668.95,0,606.43,0,606.43,0,691.87,0,668.95,0,606.43,0,705.58,0,754.53,0,979.76,0,606.43,0,Sho insert w arch toe filler
L5010,,,D,PO,1948.31,1461.23,1534.15,0,1835.99,0,1619.33,0,1619.33,0,1603.04,0,1469.92,0,1461.23,0,1461.23,0,1534.15,0,1534.15,0,1692,0,1461.23,0,1933.16,0,1933.16,0,1692,0,1534.15,0,1835.99,0,1469.92,0,1461.23,0,1469.92,0,1933.16,0,1933.16,0,1692,0,1534.15,0,1603.04,0,1534.15,0,1603.04,0,1692,0,1469.92,0,1854.92,0,1835.99,0,1619.33,0,1854.92,0,1933.16,0,1835.99,0,1461.23,0,1461.23,0,1469.92,0,1534.15,0,1603.04,0,1534.15,0,1835.99,0,1603.04,0,1461.23,0,1469.92,0,1461.23,0,1933.16,0,1461.23,0,1603.04,0,1588.36,0,1698.42,0,979.76,0,1854.92,0,Mold socket ank hgt w/ toe f
L5020,,,D,PO,3171.43,2378.58,2605.29,0,2758.11,0,3171.43,0,3171.43,0,2812.59,0,2500.8,0,2378.58,0,2378.58,0,2605.29,0,2605.29,0,2378.58,0,2709.87,0,3028.63,0,3028.63,0,2378.58,0,2605.29,0,2758.11,0,2500.8,0,2378.58,0,2500.8,0,3028.63,0,3028.63,0,2378.58,0,2605.29,0,2812.59,0,2605.29,0,2812.59,0,2378.58,0,2500.8,0,2378.58,0,2758.11,0,3171.43,0,2378.58,0,3028.63,0,2758.11,0,2709.87,0,2378.58,0,2500.8,0,2605.29,0,2812.59,0,2605.29,0,2758.11,0,2812.59,0,2378.58,0,2500.8,0,2709.87,0,3028.63,0,2378.58,0,2812.59,0,3329.52,0,3560.23,0,1353.39,0,2378.58,0,Tibial tubercle hgt w/ toe f
L5050,,,D,PO,3672.67,2754.5,2881.93,0,3472.04,0,3195.81,0,3195.81,0,2988.14,0,3269.91,0,2754.5,0,2754.5,0,2881.93,0,2881.93,0,2776.72,0,3235.4,0,3307.84,0,3307.84,0,2776.72,0,2881.93,0,3472.04,0,3269.91,0,2754.5,0,3269.91,0,3307.84,0,3307.84,0,2776.72,0,2881.93,0,2988.14,0,2881.93,0,2988.14,0,2776.72,0,3269.91,0,2936.08,0,3472.04,0,3195.81,0,2936.08,0,3307.84,0,3472.04,0,3235.4,0,2754.5,0,3269.91,0,2881.93,0,2988.14,0,2881.93,0,3472.04,0,2988.14,0,2754.5,0,3269.91,0,3235.4,0,3307.84,0,2754.5,0,2988.14,0,3181,0,3401.44,0,3732.43,0,2936.05,0,Ank symes mold sckt sach ft
L5060,,,D,PO,4420.11,3315.08,3315.08,0,3923.23,0,4420.11,0,4420.11,0,4050.18,0,3315.08,0,3315.08,0,3315.08,0,3315.08,0,3315.08,0,3658.43,0,4293.27,0,4077.61,0,4077.61,0,3658.43,0,3315.08,0,3923.23,0,3315.08,0,3315.08,0,3315.08,0,4077.61,0,4077.61,0,3658.43,0,3315.08,0,4050.18,0,3315.08,0,4050.18,0,3658.43,0,3315.08,0,4420.11,0,3923.23,0,4420.11,0,4420.11,0,4077.61,0,3923.23,0,4293.27,0,3315.08,0,3315.08,0,3315.08,0,4050.18,0,3315.08,0,3923.23,0,4050.18,0,3315.08,0,3315.08,0,4293.27,0,4077.61,0,3315.08,0,4050.18,0,4353.5,0,4655.2,0,1002.55,0,4420.11,0,Symes met fr leath socket ar
L5100,,,D,PO,3719.39,2789.55,2888.29,0,3411.85,0,3226.81,0,3226.81,0,2789.55,0,3353.01,0,2869.45,0,2869.45,0,2888.29,0,2888.29,0,3161.29,0,3353.5,0,3293.69,0,3293.69,0,3161.29,0,2888.29,0,3411.85,0,3353.01,0,2869.45,0,3353.01,0,3293.69,0,3293.69,0,3161.29,0,2888.29,0,2789.55,0,2888.29,0,2789.55,0,3161.29,0,3353.01,0,3041.9,0,3411.85,0,3226.81,0,3041.9,0,3293.69,0,3411.85,0,3353.5,0,2869.45,0,3353.01,0,2888.29,0,2789.55,0,2888.29,0,3411.85,0,2789.55,0,2869.45,0,3353.01,0,3353.5,0,3293.69,0,2869.45,0,2789.55,0,3116.31,0,3332.24,0,3732.43,0,3041.9,0,Molded socket shin sach foot
L5105,,,D,PO,5559.44,4169.58,4169.58,0,4169.58,0,5559.44,0,5559.44,0,4574.04,0,5106.94,0,4554.44,0,4554.44,0,4169.58,0,4169.58,0,4466.52,0,4732.94,0,4648.11,0,4648.11,0,4466.52,0,4169.58,0,4169.58,0,5106.94,0,4554.44,0,5106.94,0,4648.11,0,4648.11,0,4466.52,0,4169.58,0,4574.04,0,4169.58,0,4574.04,0,4466.52,0,5106.94,0,5081.54,0,4169.58,0,5559.44,0,5081.54,0,4648.11,0,4169.58,0,4732.94,0,4554.44,0,5106.94,0,4169.58,0,4574.04,0,4169.58,0,4169.58,0,4574.04,0,4554.44,0,5106.94,0,4732.94,0,4648.11,0,4554.44,0,4574.04,0,6178.04,0,6606.16,0,6531.76,0,5081.55,0,Plast socket jts/thgh lacer
L5150,,,D,PO,5619.84,4214.88,4214.88,0,4970.07,0,5619.84,0,5619.84,0,4668.49,0,4311.49,0,4214.88,0,4214.88,0,4214.88,0,4214.88,0,4919.99,0,4893.82,0,5167.59,0,5167.59,0,4919.99,0,4214.88,0,4970.07,0,4311.49,0,4214.88,0,4311.49,0,5167.59,0,5167.59,0,4919.99,0,4214.88,0,4668.49,0,4214.88,0,4668.49,0,4919.99,0,4311.49,0,4681.48,0,4970.07,0,5619.84,0,4681.48,0,5167.59,0,4970.07,0,4893.82,0,4214.88,0,4311.49,0,4214.88,0,4668.49,0,4214.88,0,4970.07,0,4668.49,0,4214.88,0,4311.49,0,4893.82,0,5167.59,0,4214.88,0,4668.49,0,6050.61,0,6470.04,0,6531.76,0,4681.48,0,Mold sckt ext knee shin sach
L5160,,,D,PO,6112.58,4584.44,4584.44,0,5229.1,0,6112.58,0,6112.58,0,5141.23,0,5056.05,0,4584.44,0,4584.44,0,4584.44,0,4584.44,0,5228.18,0,5970.61,0,5673.77,0,5673.77,0,5228.18,0,4584.44,0,5229.1,0,5056.05,0,4584.44,0,5056.05,0,5673.77,0,5673.77,0,5228.18,0,4584.44,0,5141.23,0,4584.44,0,5141.23,0,5228.18,0,5056.05,0,4584.44,0,5229.1,0,6112.58,0,4584.44,0,5673.77,0,5229.1,0,5970.61,0,4584.44,0,5056.05,0,4584.44,0,5141.23,0,4584.44,0,5229.1,0,5141.23,0,4584.44,0,5056.05,0,5970.61,0,5673.77,0,4584.44,0,5141.23,0,6854.69,0,7329.73,0,6718.37,0,4584.44,0,Mold socket bent knee shin s
L5200,,,D,PO,5286.63,3964.97,4390.25,0,4544.48,0,4816.75,0,4816.75,0,3964.97,0,5027.94,0,3993.44,0,3993.44,0,4390.25,0,4390.25,0,4233.44,0,4889.12,0,4388.25,0,4388.25,0,4233.44,0,4390.25,0,4544.48,0,5027.94,0,3993.44,0,5027.94,0,4388.25,0,4388.25,0,4233.44,0,4390.25,0,3964.97,0,4390.25,0,3964.97,0,4233.44,0,5027.94,0,3966.74,0,4544.48,0,4816.75,0,3966.74,0,4388.25,0,4544.48,0,4889.12,0,3993.44,0,5027.94,0,4390.25,0,3964.97,0,4390.25,0,4544.48,0,3964.97,0,3993.44,0,5027.94,0,4889.12,0,4388.25,0,3993.44,0,3964.97,0,4715,0,5041.79,0,5785.3,0,3966.74,0,Kne sing axis fric shin sach
L5210,,,D,PO,3883.31,2912.48,2912.48,0,3359.12,0,3553.89,0,3553.89,0,3139.28,0,3166.04,0,2912.48,0,2912.48,0,2912.48,0,2912.48,0,3126.36,0,3883.31,0,3484.26,0,3484.26,0,3126.36,0,2912.48,0,3359.12,0,3166.04,0,2912.48,0,3166.04,0,3484.26,0,3484.26,0,3126.36,0,2912.48,0,3139.28,0,2912.48,0,3139.28,0,3126.36,0,3166.04,0,3883.31,0,3359.12,0,3553.89,0,3883.31,0,3484.26,0,3359.12,0,3883.31,0,2912.48,0,3166.04,0,2912.48,0,3139.28,0,2912.48,0,3359.12,0,3139.28,0,2912.48,0,3166.04,0,3883.31,0,3484.26,0,2912.48,0,3139.28,0,3737.97,0,3997.09,0,5412.07,0,3883.31,0,No knee/ankle joints w/ ft b
L5220,,,D,PO,4414.09,3310.57,3310.57,0,4220.06,0,4414.09,0,4414.09,0,3617.25,0,3398.02,0,3310.57,0,3310.57,0,3310.57,0,3310.57,0,3659.9,0,4414.09,0,3838.15,0,3838.15,0,3659.9,0,3310.57,0,4220.06,0,3398.02,0,3310.57,0,3398.02,0,3838.15,0,3838.15,0,3659.9,0,3310.57,0,3617.25,0,3310.57,0,3617.25,0,3659.9,0,3398.02,0,3544.49,0,4220.06,0,4414.09,0,3544.49,0,3838.15,0,4220.06,0,4414.09,0,3310.57,0,3398.02,0,3310.57,0,3617.25,0,3310.57,0,4220.06,0,3617.25,0,3310.57,0,3398.02,0,4414.09,0,3838.15,0,3310.57,0,3617.25,0,5128.39,0,5483.82,0,5225.39,0,3544.49,0,No knee joint with artic ali
